1554469904,0,0
1554721908,1,0
1554725516,2,0
1554729111,3,0
1554750793,5,0
1554754371,14,0
1554757958,14,12
1554761539,14,13
1554808303,14,14
1554811933,14,15
1554829933,14,16
1554840799,14,18
1554844360,15,17
1554865902,16,16
1554916325,16,17
1554920011,16,18
1554923633,17,18
1554927278,17,19
1554941556,18,18
1555002725,18,19
1555269110,18,20
1555326744,19,19
1555431102,19,18
1556050314,19,17
1556212346,18,17
1556593924,19,16
1557367920,18,16
1557371523,19,15
1558023095,20,15
1559149928,20,14
1559837531,19,14
1560543144,18,14
1560546749,19,13
1561997549,20,13
1562029954,19,13
1562670827,19,12
1563563564,20,12
1564359179,20,11
1565270031,19,11
1565277208,20,10
1566576840,19,10
1566864852,19,9
1566879231,20,9
1566940440,21,7
1566958447,21,6
1567012468,20,6
1567109646,19,6
1567131240,20,6
1567516438,19,6
1567522740,19,7
1567523739,20,5
1567527258,20,4
1567609182,21,3
1567613653,22,3
1567635271,21,3
1567692848,21,2
1568175251,21,1
1568819657,21,0
