1391380204,0,0
1396922797,1,0
1396958796,2,0
1396994803,1,0
1397005607,2,0
1397048806,2,1
1397055997,2,2
1397084805,2,4
1397149611,2,3
1397160401,3,3
1397164020,4,3
1397167609,5,3
1397171205,6,3
1397182004,5,3
1397185591,6,3
1397221611,7,3
1397230287,8,3
1397255229,9,3
1397261213,9,4
1397268384,10,4
1397315139,9,4
1397415946,9,5
1397487966,13,0
1397495168,14,0
1397596022,15,0
1397603164,14,0
1397667969,15,0
1397682371,14,0
1397685944,15,0
1397916344,14,0
1397948737,13,0
1397952357,14,0
1398207954,13,0
1398312357,14,0
1398798367,15,1
1398985547,14,1
1399143943,14,0
1399172756,15,0
1399334763,14,0
1399547164,14,1
1400274371,13,1
1401901584,13,2
1403089578,12,2
1403283975,12,1
1404140791,11,1
1404471975,12,1
1404828406,13,1
1405508771,13,2
1405611160,13,2
1406225175,12,2
1406300784,13,2
1406718433,14,2
1406776015,15,2
1406891175,15,4
1407035212,15,5
1407362780,15,4
1408014398,15,5
1408493196,15,4
1408878377,15,3
1408917986,14,3
1408936007,15,2
1409195209,15,1
1409231173,16,0
1409756765,15,0
