ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description,Instruction Mode
10013,AAS,357,06D0,Seminar,"3","Yarimar Bonilla","We 3:30PM - 6:00PM","Cauthen House 112","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Caribbean Perspectives","",Closed,2,4,0,"","In Person"
10014,AAS,401,02PF,Independent Study,"3","Staff","TBA","TBA","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Independent Study","",Closed,3,10,0,"","In Person"
10015,AAS,401,04BC,Independent Study,"1","Staff","TBA","TBA","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Independent Study","",Closed,3,10,0,"","In Person"
10016,AAS,405A,05PU,Lecture,"3","Lisa Woolfork","TuTh 11:00AM - 12:15PM","New Cabell Hall 334","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Race and American Islam","",Closed,4,9,0,"","In Person"
10017,AAS,405B,04YF,Lecture,"3","Marlon Ross","Tu 3:30PM - 6:00PM","Wilson Hall 141A","08/26/2008 - 12/05/2008","","","","","","","","","","","","","From Black Arts to Hip-Hop","",Closed,5,7,0,"","In Person"
10018,AAS,405C,05PT,Lecture,"3","Deborah McDowell","TuTh 2:00PM - 3:15PM","Bryan Hall 328","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Religion Pol & State in Africa","",Closed,0,5,0,"","In Person"
10019,AAS,405D,05PV,Lecture,"3","Claudrena Harold","Th 3:30PM - 6:00PM","New Cabell Hall 242","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Race Class & Gender in Brazil","",Closed,6,6,0,"","In Person"
10020,AAS,451,020V,Independent Study,"3","Staff","TBA","TBA","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Directed Research/Dmp","",Closed,1,10,0,"","In Person"
10021,AAS,452,0249,Independent Study,"3","Staff","TBA","TBA","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Thesis/Dmp","",Closed,0,10,0,"","In Person"
10022,ACCT,201,6675,Lecture,"3","Marshall Kasten","Tu 7:00PM - 10:00PM","TBA","09/02/2008 - 12/09/2008","","","","","","","","","","","","","Introductory Accounting I","",Closed,20,24,0,"","In Person"
10023,ACCT,202W,6676,Lecture,"3","Molly Parker","MoTuWeThFrSa 1:00AM - 11:59PM","TBA","09/02/2008 - 12/12/2008","","","","","","","","","","","","","Intro Acct II","",Closed,10,24,0,"","In Person"
10024,ACCT,311,6002,Lecture,"3","Rebecca Adams","Mo 6:15PM - 9:15PM","TBA","09/08/2008 - 12/15/2008","","","","","","","","","","","","","Intermediate Accounting I","",Closed,8,20,0,"","In Person"
10025,ACCT,311,6677,Lecture,"3","Leon Hutton","Th 6:30PM - 9:45PM","TBA","09/11/2008 - 12/18/2008","","","","","","","","","","","","","Intermediate Accounting I","",Closed,23,25,0,"","In Person"
10026,ACCT,312,6678,Lecture,"3","Cory Kirchert","Sa 9:00AM - 12:00PM","TBA","09/06/2008 - 12/20/2008","","","","","","","","","","","","","Intermediate Accounting II","",Open,18,24,0,"","In Person"
10027,ACCT,314,6679,Lecture,"3","William Cardine","Tu 6:30PM - 9:30PM","TBA","09/02/2008 - 12/09/2008","","","","","","","","","","","","","Cost Accounting","",Open,21,24,0,"","In Person"
10028,ACCT,445,6003,Lecture,"3","Richard White","Th 6:00PM - 9:00PM","TBA","09/11/2008 - 12/18/2008","","","","","","","","","","","","","Federal Taxation I","",Closed,12,25,0,"","In Person"
10029,ACCT,445,6680,Lecture,"3","Thomas Hughes","We 6:30PM - 9:30PM","TBA","09/03/2008 - 12/10/2008","","","","","","","","","","","","","Federal Taxation I","",Open,14,24,0,"","In Person"
10030,ACCT,521,6690,Lecture,"3","Karen Young","Th 6:30PM - 9:30PM","TBA","09/04/2008 - 12/18/2008","","","","","","","","","","","","","Introductory Auditing","",Open,14,24,0,"","In Person"
10031,ACCT,531,6691,Lecture,"3","Molly Parker","Mo 6:30PM - 9:30PM","TBA","09/08/2008 - 12/15/2008","","","","","","","","","","","","","Topics in Advanced Accounting","",Open,13,24,0,"","In Person"
10032,ACCT,533,6692,Lecture,"3","Richard Evans","Th 6:30PM - 9:30PM","TBA","09/04/2008 - 12/18/2008","","","","","","","","","","","","","Acct for Non-Bus Organizations","",Open,18,24,0,"","In Person"
10033,AIRS,110,00MY,Lecture,"1","James Fulks","Tu 1:00PM - 1:50PM","Astronomy Bldg 139","08/26/2008 - 12/05/2008","James Fulks","Tu 3:30PM - 5:30PM","Mechanical Engr Bldg 205","08/26/2008 - 12/05/2008","","","","","","","","","The Air Force Today","",Closed,3,15,0,"","In Person"
10034,AIRS,110,00S0,Lecture,"1","Daniel Doty","Th 2:00PM - 2:50PM","Cauthen House 116","08/26/2008 - 12/05/2008","Daniel Doty","Tu 3:30PM - 5:30PM","Mechanical Engr Bldg 205","08/26/2008 - 12/05/2008","","","","","","","","","The Air Force Today","",Closed,13,15,0,"","In Person"
10035,AIRS,110,06DY,Lecture,"1","Kevin Plourde","We 2:00PM - 2:50PM","Cauthen House 116","08/26/2008 - 12/05/2008","Kevin Plourde","Tu 3:30PM - 5:30PM","Mechanical Engr Bldg 205","08/26/2008 - 12/05/2008","","","","","","","","","The Air Force Today","",Closed,7,15,0,"","In Person"
10036,AIRS,210,01U5,Lecture,"1","James Fulks","Tu 2:00PM - 2:50PM","Astronomy Bldg 139","08/26/2008 - 12/05/2008","James Fulks","Tu 3:30PM - 5:30PM","Mechanical Engr Bldg 205","08/26/2008 - 12/05/2008","","","","","","","","","Development of Air Power","",Closed,9,15,0,"","In Person"
10037,AIRS,210,02ZQ,Lecture,"1","James Fulks","Th 3:00PM - 3:50PM","Cauthen House 112","08/26/2008 - 12/05/2008","James Fulks","Tu 3:30PM - 5:30PM","Mechanical Engr Bldg 205","08/26/2008 - 12/05/2008","","","","","","","","","Development of Air Power","",Closed,8,15,0,"","In Person"
10038,AIRS,210,06DZ,Lecture,"1","James Fulks","We 3:00PM - 3:50PM","Cauthen House 116","08/26/2008 - 12/05/2008","James Fulks","Tu 3:30PM - 5:30PM","Mechanical Engr Bldg 205","08/26/2008 - 12/05/2008","","","","","","","","","Development of Air Power","",Closed,5,15,0,"","In Person"
10039,AIRS,310,01FZ,Lecture,"3","Kevin Plourde","TuTh 12:30PM - 1:45PM","Cauthen House 134","08/26/2008 - 12/05/2008","Kevin Plourde","Tu 3:30PM - 5:30PM","Mechanical Engr Bldg 205","08/26/2008 - 12/05/2008","","","","","","","","","Concepts of Ldrshp & Mgmnt","",Closed,21,18,0,"","In Person"
10040,AIRS,410,02H2,Lecture,"3","Daniel Doty","TuTh 12:30PM - 1:45PM","Cauthen House 112","08/26/2008 - 12/05/2008","Daniel Doty","Tu 3:30PM - 5:30PM","TBA","08/26/2008 - 12/05/2008","","","","","","","","","National Security Forces I","",Closed,9,15,0,"","In Person"
10041,ALAR,651,02ZN,Lecture,"2","Robin Dripps","Th 3:30PM - 6:00PM","Campbell Hall 325","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Studio Workshop","",Closed,22,24,0,"","In Person"
10042,ALAR,821,02HP,Seminar,"3","Craig Barton","We 12:00PM - 2:00PM","TBA","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Design Research Seminar","",Closed,17,20,0,"","In Person"
10001,AM,602,00WZ,Lecture,"3","Niall Horgan","MoWe 3:30PM - 4:45PM","Thornton Hall D222","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Continuum Mechanics W/Applctns","",Closed,0,4,0,"","In Person"
10002,AM,620,03HM,Lecture,"3","Thomas Baber","MoWeFr 9:00AM - 9:50AM","Thornton Hall D222","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Energy Principles in Mechanics","",Closed,3,20,0,"","In Person"
10043,AMST,201,04F3,Lecture,"3","Sylvia Chong","TuTh 5:00PM - 6:15PM","New Cabell Hall 323","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Maj Wrks for American Stds","",Closed,10,25,0,"","In Person"
10045,AMST,201,05EG,Lecture,"3","Ashley Williams","MoWe 2:00PM - 3:15PM","New Cabell Hall 332","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Maj Wrks for American Stds","",Closed,18,25,0,"","In Person"
10046,AMST,201,046F,Lecture,"3","Eric Lott","TuTh 2:00PM - 3:15PM","New Cabell Hall 123","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Maj Wrks for American Stds","",Closed,25,25,0,"","In Person"
10044,AMST,201,5758,Lecture,"3","Ashley Williams","MoWe 2:00PM - 3:15PM","New Cabell Hall 332","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Maj Wrks for American Stds","",Closed,1,1,0,"","In Person"
10047,AMST,301,03A1,Lecture,"3","Anna Brickhouse","TuTh 11:00AM - 12:15PM","Clemons Library 322B","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Intro to American Stds Major","",Closed,16,15,0,"","In Person"
10048,AMST,301,03MQ,Lecture,"3","Sandhya Shukla","TuTh 12:30PM - 1:45PM","Clemons Library 322B","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Intro to American Stds Major","",Closed,9,15,0,"","In Person"
10049,AMST,401,03QE,Seminar,"3","Grace Hale","Th 2:00PM - 4:30PM","Clemons Library 322B","08/26/2008 - 12/05/2008","","","","","","","","","","","","","4th Yr Sem in American Stds","",Closed,9,15,0,"","In Person"
10050,AMST,401,03XA,Seminar,"3","Carmenita Higginbotham","MoWe 1:00PM - 3:30PM","Clemons Library 201","08/26/2008 - 12/05/2008","","","","","","","","","","","","","4th Yr Sem in American Stds","",Closed,13,15,0,"","In Person"
10051,AMST,401,05NR,Seminar,"3","Daniel Chavez","We 1:00PM - 3:30PM","Clemons Library 322A","08/26/2008 - 12/05/2008","","","","","","","","","","","","","4th Yr Sem in American Stds","",Closed,11,15,0,"","In Person"
10052,AMST,401,058U,Seminar,"3","Sylvia Chong","TuTh 2:00PM - 3:15PM","Bryan Hall 334","08/26/2008 - 12/05/2008","","","","","","","","","","","","","4th Yr Sem in American Stds","",Closed,4,9,0,"","In Person"
10053,AMST,493,04X3,Independent Study,"3","Staff","TBA","TBA","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Independent Study","",Closed,12,20,0,"","In Person"
10054,ANTH,101,02QX,Lecture,"3","Scott Johnsen","MoWeFr 9:00AM - 9:50AM","New Cabell Hall 345","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Introduction to Anthropology","",Closed,60,60,0,"","In Person"
10055,ANTH,101Z,0138,Lecture,"3","Tracy Ehlers","TBA","TBA","08/29/2008 - 12/14/2008","","","","","","","","","","","","","Intro Cultural Anthropology","",Closed,35,35,0,"","In Person"
10056,ANTH,219,00X5,Lecture,"3","George Mentore","TuTh 11:00AM - 12:15PM","Claude Moore Nursing Educ G120","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Desire & World Economics","",Closed,58,60,0,"","In Person"
10057,ANTH,219,0534,Discussion,"3","Michael Como","Th 2:00PM - 2:50PM","Clark Hall G054","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Desire & World Economics","",Closed,0,20,0,"","In Person"
10058,ANTH,219,0535,Discussion,"3","Michael Como","Th 3:30PM - 4:20PM","New Cabell Hall 118","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Desire & World Economics","",Closed,0,20,0,"","In Person"
10059,ANTH,219,0536,Discussion,"3","Michael Como","Th 5:00PM - 5:50PM","New Cabell Hall 241","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Desire & World Economics","",Closed,0,20,0,"","In Person"
10060,ANTH,223,0251,Lecture,"3","Roy Wagner","TuTh 12:30PM - 1:45PM","Maury Hall 209","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Fantasy and Social Values","",Closed,200,180,0,"","In Person"
10061,ANTH,224,02SF,Lecture,"3","Peter Metcalf","MoWe 4:00PM - 4:50PM","New Cabell Hall 345","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Progress","",Closed,61,60,0,"","In Person"
10063,ANTH,224,02T5,Discussion,"3","Arsalan Khan","Th 5:00PM - 5:50PM","New Cabell Hall B029","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Progress","",Closed,0,20,0,"","In Person"
10064,ANTH,224,02T9,Discussion,"3","Arsalan Khan","Th 3:30PM - 4:20PM","New Cabell Hall 122","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Progress","",Closed,0,20,0,"","In Person"
10065,ANTH,224,02UB,Discussion,"3","Arsalan Khan","Fr 12:00PM - 12:50PM","Ruffner Hall 281","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Progress","",Closed,0,20,0,"","In Person"
10062,ANTH,224,5764,Lecture,"3","Peter Metcalf","MoWe 4:00PM - 4:50PM","New Cabell Hall 345","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Progress","",Closed,1,1,0,"","In Person"
10067,ANTH,230,00YS,Lecture,"3","Nicolas Sihle","Tu 2:00PM - 3:15PM","Claude Moore Nursing Educ G120","08/26/2008 - 12/05/2008","Nicolas Sihle","Th 2:00PM - 3:15PM","New Cabell Hall 345","08/26/2008 - 12/05/2008","","","","","","","","","Buddhism in Asian Socs","",Open,57,60,0,"","In Person"
10066,ANTH,230,5837,Lecture,"3","Nicolas Sihle","Tu 2:00PM - 3:15PM","Claude Moore Nursing Educ G120","08/26/2008 - 12/05/2008","Nicolas Sihle","Th 2:00PM - 3:15PM","New Cabell Hall 345","08/26/2008 - 12/05/2008","","","","","","","","","Buddhism in Asian Socs","",Closed,1,1,0,"","In Person"
10068,ANTH,240,01DG,Lecture,"3","Tara Sanchez","MoWe 9:00AM - 9:50AM","Minor Hall 125","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Language and Culture","",Open,143,150,0,"","In Person"
10072,ANTH,240,054A,Discussion,"3","Viktoryia Kalesnikava","Fr 12:00PM - 12:50PM","Ruffner Hall 173","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Language and Culture","",Closed,0,17,0,"","In Person"
10073,ANTH,240,054B,Discussion,"3","Joshua Evans","We 5:00PM - 5:50PM","New Cabell Hall 235","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Language and Culture","",Closed,0,17,0,"","In Person"
10074,ANTH,240,054C,Discussion,"3","Melissa Maceyko","Th 5:00PM - 5:50PM","New Cabell Hall B028","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Language and Culture","",Closed,0,17,0,"","In Person"
10075,ANTH,240,102C,Discussion,"3","Joshua Evans","We 6:00PM - 6:50PM","New Cabell Hall 334","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Language and Culture","",Closed,0,17,0,"","In Person"
10076,ANTH,240,102D,Discussion,"3","Joshua Evans","We 7:00PM - 7:50PM","New Cabell Hall 334","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Language and Culture","",Closed,0,17,0,"","In Person"
10077,ANTH,240,102E,Discussion,"3","Melissa Maceyko","Th 6:00PM - 6:50PM","New Cabell Hall 225","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Language and Culture","",Closed,0,17,0,"","In Person"
10069,ANTH,240,0537,Discussion,"3","Viktoryia Kalesnikava","Fr 9:00AM - 9:50AM","New Cabell Hall 431","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Language and Culture","",Closed,0,17,0,"","In Person"
10070,ANTH,240,0538,Discussion,"3","Viktoryia Kalesnikava","Th 2:00PM - 2:50PM","New Cabell Hall 132","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Language and Culture","",Closed,0,20,0,"","In Person"
10071,ANTH,240,0539,Discussion,"3","Melissa Maceyko","Th 3:30PM - 4:20PM","New Cabell Hall 325","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Language and Culture","",Closed,0,17,0,"","In Person"
10079,ANTH,280,00CM,Discussion,"3","Michael Fedore","Th 6:00PM - 6:50PM","New Cabell Hall 224","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Introduction to Archaeology","",Closed,0,20,0,"","In Person"
10080,ANTH,280,00F6,Discussion,"3","Michael Fedore","Th 3:30PM - 4:20PM","New Cabell Hall B026","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Introduction to Archaeology","",Closed,0,20,0,"","In Person"
10081,ANTH,280,00KS,Discussion,"3","Michael Fedore","Th 5:00PM - 5:50PM","New Cabell Hall 234","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Introduction to Archaeology","",Closed,0,20,0,"","In Person"
10082,ANTH,280,00MH,Discussion,"3","John Stoetzel","Fr 10:00AM - 10:50AM","Ruffner Hall 187","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Introduction to Archaeology","",Closed,0,20,0,"","In Person"
10083,ANTH,280,00SE,Discussion,"3","John Stoetzel","Fr 11:00AM - 11:50AM","Ruffner Hall 187","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Introduction to Archaeology","",Closed,0,20,0,"","In Person"
10084,ANTH,280,00TY,Discussion,"3","John Stoetzel","Fr 3:00PM - 3:50PM","New Cabell Hall 234","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Introduction to Archaeology","",Closed,0,20,0,"","In Person"
10078,ANTH,280,01B0,Lecture,"3","Elizabeth Arkush","TuTh 9:30AM - 10:45AM","Minor Hall 125","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Introduction to Archaeology","",Closed,120,120,0,"","In Person"
10085,ANTH,292,102Z,Lecture,"3","Brigitte Kovacevich","MoWeFr 9:00AM - 9:50AM","New Cabell Hall 324","08/26/2008 - 12/05/2008","","","","","","","","","","","","","New World Civilizations","",Closed,32,45,0,"","In Person"
10086,ANTH,296,06F1,Lecture,"3","Alexander Newell","MoWeFr 10:00AM - 10:50AM","Rouss Hall 410","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Witchcraft & Culture Of Terror","",Closed,35,35,0,"","In Person"
10087,ANTH,296,5727,Lecture,"3","Alexander Newell","MoWeFr 10:00AM - 10:50AM","Rouss Hall 410","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Witchcraft & Culture Of Terror","",Closed,1,1,0,"","In Person"
10090,ANTH,301,00UE,Discussion,"4","Jennie Doberne","Fr 12:00PM - 12:50PM","Mcleod Hall 2005","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Theory/History Anthropology","",Closed,0,20,0,"","In Person"
10091,ANTH,301,008Q,Discussion,"4","Jennie Doberne","Fr 9:00AM - 9:50AM","New Cabell Hall 332","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Theory/History Anthropology","",Closed,0,20,0,"","In Person"
10088,ANTH,301,026Q,Lecture,"4","Susan McKinnon","TuTh 11:00AM - 12:15PM","Ruffner Hall G004B","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Theory/History Anthropology","",Closed,63,60,0,"","In Person"
10089,ANTH,301,027U,Discussion,"4","Jennie Doberne","Th 4:00PM - 4:50PM","New Cabell Hall 341","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Theory/History Anthropology","",Closed,0,20,0,"","In Person"
10092,ANTH,308,05D3,Lecture,"3","Jeffrey Hantman","Th 2:00PM - 4:30PM","New Cabell Hall 234","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Arch Research Methods","",Closed,10,15,0,"","In Person"
10093,ANTH,319,06F2,Lecture,"3","Alexander Newell","MoWe 2:00PM - 3:15PM","Minor Hall 130","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Religion & Social Change","",Closed,25,25,0,"","In Person"
10094,ANTH,326,054H,Lecture,"3","Ira Bashkow","TuTh 3:30PM - 4:45PM","Minor Hall 125","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Globalization and Development","",Closed,151,180,0,"","In Person"
10095,ANTH,326D,054K,Discussion,"1","Nathan Hedges","Mo 7:00PM - 10:00PM","Wilson Hall 216","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Global & Develop Film/Disc","",Closed,17,20,0,"","In Person"
10096,ANTH,326D,054M,Discussion,"1","Sheena Singh","Tu 7:00PM - 10:00PM","Wilson Hall 216","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Global & Develop Film/Disc","",Closed,16,20,0,"","In Person"
10097,ANTH,326D,054N,Discussion,"1","Sheena Singh","Th 7:00PM - 10:00PM","New Cabell Hall 316","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Global & Develop Film/Disc","",Closed,7,20,0,"","In Person"
10098,ANTH,326D,054P,Discussion,"1","Sheena Singh","Mo 7:00PM - 10:00PM","New Cabell Hall 325","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Global & Develop Film/Disc","",Closed,16,20,0,"","In Person"
10099,ANTH,326D,054Q,Discussion,"1","Nathan Hedges","Tu 7:00PM - 10:00PM","Wilson Hall 215","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Global & Develop Film/Disc","",Closed,17,20,0,"","In Person"
10100,ANTH,326D,054R,Discussion,"1","Nathan Hedges","Th 7:00PM - 10:00PM","Wilson Hall 216","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Global & Develop Film/Disc","",Closed,2,20,0,"","In Person"
10101,ANTH,326Z,014Q,Lecture,"3","Tracy Ehlers","TBA","TBA","08/29/2008 - 12/14/2008","","","","","","","","","","","","","Globalization & Development","",Closed,34,35,0,"","In Person"
10102,ANTH,332,06B2,Lecture,"3","Edith Turner","TuTh 11:00AM - 12:15PM","Maury Hall 110","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Shamanism, Healing and Ritual","",Closed,26,25,0,"","In Person"
10103,ANTH,347,01S8,Lecture,"3","Daniel Lefkowitz","MoWe 2:00PM - 2:50PM","New Cabell Hall 138","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Language & Cult Middle East","",Closed,29,30,0,"","In Person"
10104,ANTH,347,06DF,Discussion,"3","Rose Wellman","Fr 2:00PM - 2:50PM","New Cabell Hall 130","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Language & Cult Middle East","",Closed,0,9,0,"","In Person"
10105,ANTH,347,06DG,Discussion,"3","Rose Wellman","Fr 1:00PM - 1:50PM","New Cabell Hall 236","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Language & Cult Middle East","",Closed,0,9,0,"","In Person"
10106,ANTH,347,06DH,Discussion,"3","Rose Wellman","Fr 12:00PM - 12:50PM","New Cabell Hall 341","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Language & Cult Middle East","",Closed,0,12,0,"","In Person"
10107,ANTH,348,054D,Lecture,"3","Eve Danziger","WeFr 10:00AM - 10:50AM","New Cabell Hall 345","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Language and Prehistory","",Closed,53,60,0,"","In Person"
10108,ANTH,348,054E,Discussion,"3","Lydia Rodriguez","Mo 10:00AM - 10:50AM","Cauthen House 112","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Language and Prehistory","",Closed,0,20,0,"","In Person"
10109,ANTH,348,054F,Discussion,"3","Lydia Rodriguez","Tu 4:00PM - 4:50PM","New Cabell Hall 335","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Language and Prehistory","",Closed,0,20,0,"","In Person"
10110,ANTH,348,054G,Discussion,"3","Lydia Rodriguez","Tu 5:00PM - 5:50PM","Wilson Hall 215","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Language and Prehistory","",Closed,0,20,0,"","In Person"
10111,ANTH,352,00HV,Lecture,"3","George Mentore","TuTh 3:30PM - 4:45PM","New Cabell Hall 345","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Amazonian Peoples","",Closed,57,60,0,"","In Person"
10114,ANTH,355,04K3,Discussion,"4","Kristin Lahatte","Th 4:00PM - 4:50PM","New Cabell Hall 247","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Anth Everyday American Life","",Closed,0,20,0,"","In Person"
10115,ANTH,355,04K9,Discussion,"4","Kristin Lahatte","Fr 9:00AM - 9:50AM","New Cabell Hall 222","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Anth Everyday American Life","",Closed,0,20,0,"","In Person"
10117,ANTH,355,04MB,Discussion,"4","Kristin Lahatte","Th 3:00PM - 3:50PM","New Cabell Hall 319","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Anth Everyday American Life","",Closed,0,20,0,"","In Person"
10113,ANTH,355,021W,Lecture,"4","Frederick Damon","MoWeFr 11:00AM - 11:50AM","Maury Hall 104","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Anth Everyday American Life","",Closed,45,60,0,"","In Person"
10112,ANTH,355,5831,Lecture,"4","Frederick Damon","MoWeFr 11:00AM - 11:50AM","Maury Hall 104","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Anth Everyday American Life","",Closed,1,1,0,"","In Person"
10116,ANTH,355D,5832,Discussion,"0","Kristin Lahatte","Th 3:00PM - 3:50PM","New Cabell Hall 319","08/26/2008 - 12/05/2008","","","","","","","","","","","","","Everyday Life in America Disc","",Closed,0,1,0,"","In Person"
