ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description,Instruction Mode
10477,EDIS,500,6640,Lecture,"3","Kathy Dowd","MoWeFr 12:00PM - 3:15PM","TBA","06/30/2008 - 08/01/2008","","","","","","","","","","","","","Exceptional Learner","",Closed,18,24,0,"","In Person"
10478,EDIS,500,6941,Lecture,"3","Lori Howard","MoWe 5:00PM - 8:00PM","TBA","07/21/2008 - 08/29/2008","","","","","","","","","","","","","Exceptional Learner","",Closed,22,24,0,"","In Person"
10479,EDIS,500W,6650,Lecture,"3","John Simpson","Fr 1:00AM - 1:00AM","TBA","07/18/2008 - 08/22/2008","","","","","","","","","","","","","Exceptional Learner","",Closed,21,25,0,"","In Person"
10480,EDIS,504,6641,Lecture,"3","Michele Brigham","Sa 8:00AM - 5:00PM","TBA","05/17/2008 - 06/28/2008","","","","","","","","","","","","","Assmnt Techniques:Except Indiv","",Closed,12,24,0,"","In Person"
10481,EDIS,510W,6651,Lecture,"1","Brian Jablonski","Su 5:00PM - 8:00PM","TBA","06/15/2008 - 08/15/2008","","","","","","","","","","","","","Stud W/ Emot Dis & Behav Prob","",Closed,20,25,0,"","In Person"
10482,EDIS,511W,6653,Lecture,"1","Elizabeth Potts","Su 4:30PM - 9:30PM","TBA","06/15/2008 - 08/15/2008","","","","","","","","","","","","","Char. Of Learning Disabilities","",Closed,20,24,0,"","In Person"
10483,EDIS,512W,6652,Lecture,"1","Stacy Dean","Su 5:00PM - 8:00PM","TBA","06/15/2008 - 08/15/2008","","","","","","","","","","","","","Char Intellectual Disabilities","",Closed,20,26,0,"","In Person"
10484,EDIS,513,3018,Lecture,"3","Elizabeth Altieri","MoTu 4:00PM - 6:40PM","Ruffner Hall 281","05/19/2008 - 07/08/2008","","","","","","","","","","","","","Charact/Severe Disabilities","",Closed,4,25,0,"","In Person"
10485,EDIS,521,3208,Lecture,"3","Stephen Plaskon","MoTuWeThFr 11:15AM - 2:30PM","Ruffner Hall 223","06/30/2008 - 07/18/2008","","","","","","","","","","","","","Intro to Language Development","",Closed,7,30,0,"","In Person"
10486,EDIS,522,6644,Lecture,"3","Deanna Cash","FrSa 5:00PM - 8:00PM","TBA","06/20/2008 - 08/02/2008","","","","","","","","","","","","","Reading Development","",Closed,13,24,0,"","In Person"
10487,EDIS,523,6645,Lecture,"3","Kamela Barron","Sa 8:00AM - 5:00PM","TBA","06/14/2008 - 07/19/2008","","","","","","","","","","","","","Read Diagnosis & Remediation","",Closed,10,24,0,"","In Person"
10488,EDIS,548,303M,Lecture,"3","Ruth Ferree","MoTuWeThFr 8:00AM - 11:00AM","Ruffner Hall 241","06/30/2008 - 07/18/2008","","","","","","","","","","","","","Teaching Modern Lang:Sec","",Closed,4,20,0,"","In Person"
10490,EDIS,589,304X,Independent Study,"3","Donald Gogniat","TBA","TBA","06/14/2008 - 08/22/2008","","","","","","","","","","","","","Selected Topics","",Closed,23,35,0,"","In Person"
10489,EDIS,589,3061,Independent Study,"3","Paige Pullen","MoTh 6:00PM - 9:30PM","Zehmer Hall 00C","05/19/2008 - 06/26/2008","","","","","","","","","","","","","Selected Topics","",Closed,4,12,0,"","In Person"
10496,EDIS,589,6189,Independent Study,"3","Heather Canty","MoTuWeThFr 1:00AM - 11:59PM","TBA","06/09/2008 - 07/28/2008","","","","","","","","","","","","","Selected Topics","",Closed,7,15,0,"","In Person"
10497,EDIS,589,6191,Independent Study,"3","Emily Bellamy","MoTuWeThFr 2:00PM - 6:00PM","TBA","06/23/2008 - 07/11/2008","","","","","","","","","","","","","Selected Topics","",Closed,13,30,0,"","In Person"
10498,EDIS,589,6876,Independent Study,"3","Caroline Goddard","FrSa 5:00PM - 8:30PM","TBA","05/02/2008 - 06/14/2008","","","","","","","","","","","","","Selected Topics","",Closed,29,30,0,"","In Person"
10499,EDIS,589,6893,Independent Study,"3","Laurie Alderman","TuTh 5:00PM - 8:30PM","TBA","05/13/2008 - 06/24/2008","","","","","","","","","","","","","Selected Topics","",Closed,7,24,0,"","In Person"
10500,EDIS,589,6940,Independent Study,"3","Charlotte Crane","ThFrSa 8:30AM - 4:00PM","TBA","06/25/2008 - 07/31/2008","","","","","","","","","","","","","Selected Topics","",Closed,14,14,0,"","In Person"
10492,EDIS,589,7903,Independent Study,"2","Eleanor Wilson","FrSa 6:00PM - 9:00PM","Roanoke Higher Ed Ctr 411","05/30/2008 - 06/21/2008","","","","","","","","","","","","","Selected Topics","",Closed,25,35,0,"","In Person"
10491,EDIS,589,8130,Independent Study,"3","Beth Estill","MoTuWeTh 4:00PM - 8:30PM","TBA","05/27/2008 - 06/25/2008","","","","","","","","","","","","","Selected Topics","",Closed,21,35,0,"","In Person"
10493,EDIS,589,8140,Independent Study,"3","Beth Estill","MoTuWeTh 9:00AM - 3:00PM","TBA","07/01/2008 - 07/18/2008","","","","","","","","","","","","","Selected Topics","",Closed,21,30,0,"","In Person"
10494,EDIS,589,8143,Independent Study,"1","Barbara Wells","TuTh 1:00PM - 5:00PM","TBA","07/08/2008 - 07/17/2008","","","","","","","","","","","","","Selected Topics","",Closed,23,25,0,"","In Person"
10495,EDIS,589,8144,Independent Study,"1","Barbara Wells","MoTuWe 9:00AM - 3:00PM","TBA","07/28/2008 - 07/30/2008","","","","","","","","","","","","","Selected Topics","",Closed,23,25,0,"","In Person"
10501,EDIS,589A,6196,Lecture,"1","Raymond Jones","Mo 8:30AM - 5:00PM","TBA","06/09/2008 - 06/16/2008","","","","","","","","","","","","","Rdg Comprehension Strategies","",Closed,19,35,0,"","In Person"
10502,EDIS,589A,6197,Lecture,"1","Raymond Jones","We 8:30AM - 5:00PM","TBA","06/11/2008 - 06/18/2008","","","","","","","","","","","","","Rdg Comprehension Strategies","",Closed,13,35,0,"","In Person"
10503,EDIS,589A,6198,Lecture,"1","Douglas Lyle","We 8:30AM - 4:30PM","TBA","06/11/2008 - 06/18/2008","","","","","","","","","","","","","Rdg Comprehension Strategies","",Closed,25,35,0,"","In Person"
10504,EDIS,589A,6905,Lecture,"1","Kristen McAuliffe","TuWeTh 8:30AM - 3:30PM","TBA","06/24/2008 - 06/26/2008","","","","","","","","","","","","","Rdg Comprehension Strategies","",Closed,18,24,0,"","In Person"
10505,EDIS,589A,6921,Lecture,"1","Kristen McAuliffe","TuWeTh 8:30AM - 3:30PM","TBA","08/05/2008 - 08/07/2008","","","","","","","","","","","","","Rdg Comprehension Strategies","",Closed,27,30,0,"","In Person"
10508,EDIS,590,301B,Lecture,"3","Julie Estes","MoTuWeThFr 9:00AM - 4:00PM","TBA","06/23/2008 - 07/03/2008","","","","","","","","","","","","","Early Reading Development","",Closed,3,20,0,"","In Person"
10507,EDIS,590,301U,Lecture,"3","Julie Estes","MoTuWeThFr 9:00AM - 4:00PM","Ruffner Hall 283","06/23/2008 - 07/18/2008","","","","","","","","","","","","","Early Reading Development","",Closed,3,15,0,"","In Person"
10509,EDIS,590,302D,Lecture,"3","Julie Estes","MoTuWeThFr 9:00AM - 4:00PM","TBA","07/07/2008 - 07/18/2008","","","","","","","","","","","","","Early Reading Development","",Closed,2,15,0,"","In Person"
10506,EDIS,590,3127,Lecture,"6","Julie Estes","MoTuWeThFr 9:00AM - 4:00PM","Ruffner Hall 283","06/23/2008 - 07/18/2008","","","","","","","","","","","","","Early Reading Development","",Closed,2,15,0,"","In Person"
10510,EDIS,590,6190,Lecture,"3","Deborah Vesser","MoTuWeThFr 9:00AM - 3:00PM","TBA","07/14/2008 - 07/31/2008","","","","","","","","","","","","","Early Reading Development","",Closed,8,30,0,"","In Person"
10512,EDIS,590,6875,Lecture,"3","Sarah Brubaker","MoTuWe 9:00AM - 4:00PM","TBA","08/04/2008 - 08/06/2008","","","","","","","","","","","","","Early Reading Development","",Closed,25,24,0,"","In Person"
10513,EDIS,590,6877,Lecture,"3","Claire Grossi","MoTuWeThFr 8:30AM - 1:00PM","TBA","06/30/2008 - 07/16/2008","","","","","","","","","","","","","Early Reading Development","",Closed,22,24,0,"","In Person"
10511,EDIS,590,7202,Lecture,"3","Patterson Cunningham","MoTuWe 8:30AM - 4:00PM","TBA","07/21/2008 - 07/30/2008","","","","","","","","","","","","","Early Reading Development","",Closed,20,30,0,"","In Person"
10514,EDIS,590W,6188,Lecture,"3","Kimberly Warburton","MoTuWeThFr 1:00AM - 11:59PM","TBA","06/16/2008 - 08/22/2008","","","","","","","","","","","","","Early Reading Development","",Closed,15,15,0,"","In Person"
10515,EDIS,590W,6200,Lecture,"3","Kimberly Warburton","MoTuWeThFr 1:00AM - 11:59PM","TBA","06/16/2008 - 08/22/2008","","","","","","","","","","","","","Early Reading Development","",Closed,16,16,0,"","In Person"
10517,EDIS,591,3003,Independent Study,"1 - 3","Margo Figgins","MoTuWeThFr 1:00PM - 3:45PM","Ruffner Hall 227A","07/21/2008 - 08/08/2008","","","","","","","","","","","","","Internship:Science","",Closed,6,21,0,"","In Person"
10516,EDIS,591,3103,Independent Study,"1 - 3","Margo Figgins","MoTuWeThFr 1:00PM - 3:45PM","Ruffner Hall 173","06/30/2008 - 07/18/2008","","","","","","","","","","","","","Internship:Science","",Closed,8,21,0,"","In Person"
10518,EDIS,705,6642,Lecture,"3","Katrina Maynard","ThFrSa 1:30PM - 8:00PM","TBA","06/26/2008 - 07/12/2008","","","","","","","","","","","","","Behavior Mgmt","",Closed,12,24,0,"","In Person"
10519,EDIS,713,3049,Lecture,"3","Colleen Thoma","MoTu 7:20PM - 10:00PM","Ruffner Hall 281","05/19/2008 - 07/08/2008","","","","","","","","","","","","","Secondary/Voc Trans Skills","",Closed,3,25,0,"","In Person"
10520,EDIS,713,6643,Lecture,"3","Elizabeth Potts","MoTuWeThFr 1:30PM - 4:30PM","TBA","07/07/2008 - 08/01/2008","","","","","","","","","","","","","Secondary/Voc Trans Skills","",Closed,29,30,0,"","In Person"
10521,EDIS,730,7904,Lecture,"2","Craig Young","FrSa 4:00PM - 7:00PM","Roanoke Higher Ed Ctr 410","06/27/2008 - 07/26/2008","","","","","","","","","","","","","Language Arts: Elementary Sch","",Closed,29,35,0,"","In Person"
10522,EDIS,770,6192,Lecture,"3","Ottilie Austin","MoTuWeTh 1:30PM - 4:30PM","TBA","07/28/2008 - 08/07/2008","","","","","","","","","","","","","Foundations of Rdg Instruction","",Closed,18,35,0,"","In Person"
10524,EDIS,770,6871,Lecture,"3","Christine Macwilliams","MoTuWeThFr 10:00AM - 2:30PM","TBA","07/14/2008 - 07/25/2008","","","","","","","","","","","","","Foundations of Rdg Instruction","",Closed,16,18,0,"","In Person"
10525,EDIS,770,6878,Lecture,"3","Sharon Seeger","MoTuWeThFr 10:00AM - 2:30PM","TBA","07/14/2008 - 07/25/2008","","","","","","","","","","","","","Foundations of Rdg Instruction","",Closed,21,22,0,"","In Person"
10523,EDIS,770,7203,Lecture,"3","Darcy Crocker","MoTuWeThFr 9:00AM - 1:30PM","TBA","07/21/2008 - 07/31/2008","","","","","","","","","","","","","Foundations of Rdg Instruction","",Closed,24,25,0,"","In Person"
10528,EDIS,771,6193,Lecture,"3","Charles Hall","MoTuWeTh 1:30PM - 4:30PM","TBA","07/07/2008 - 07/24/2008","","","","","","","","","","","","","Content Area Reading","",Closed,23,30,0,"","In Person"
10529,EDIS,771,6195,Lecture,"3","Raymond Jones","FrSa 4:30PM - 9:00PM","TBA","05/09/2008 - 06/21/2008","","","","","","","","","","","","","Content Area Reading","",Closed,23,30,0,"","In Person"
10531,EDIS,771,6872,Lecture,"3","Rosemarie Stocky","FrSa 8:30AM - 4:30PM","TBA","06/27/2008 - 08/02/2008","","","","","","","","","","","","","Content Area Reading","",Closed,24,24,0,"","In Person"
10530,EDIS,771,7209,Lecture,"3","Rebecca Groves","MoTuWe 8:30AM - 4:00PM","TBA","08/11/2008 - 08/20/2008","","","","","","","","","","","","","Content Area Reading","",Closed,13,25,0,"","In Person"
10526,EDIS,771,7905,Lecture,"3","Ronald Diss","TuWeTh 2:00PM - 7:00PM","Roanoke Higher Ed Ctr 411","06/17/2008 - 07/31/2008","","","","","","","","","","","","","Content Area Reading","",Closed,17,25,0,"","In Person"
10527,EDIS,771,8145,Lecture,"3","Brenda Fogle","MoTuWeTh 9:00AM - 12:30PM","TBA","07/21/2008 - 08/01/2008","","","","","","","","","","","","","Content Area Reading","",Closed,13,32,0,"","In Person"
10532,EDIS,771W,6184,Lecture,"3","Amy Heiman","MoTuWeThFr 1:00AM - 11:59PM","TBA","06/16/2008 - 08/22/2008","","","","","","","","","","","","","Reading in the Content Areas","",Closed,19,20,0,"","In Person"
10533,EDIS,771W,6185,Lecture,"3","Raymond Jones","MoTuWeThFr 1:00AM - 11:59PM","TBA","06/16/2008 - 08/22/2008","","","","","","","","","","","","","Reading in the Content Areas","",Closed,20,21,0,"","In Person"
10536,EDIS,772,6194,Lecture,"3","Elizabeth Cooley","TuWeThFr 8:30AM - 4:30PM","TBA","06/11/2008 - 06/27/2008","","","","","","","","","","","","","Word Study: Language Structure","",Closed,14,30,0,"","In Person"
10539,EDIS,772,6873,Lecture,"3","Kristen Miller","MoTuWeThFr 9:00AM - 1:00PM","TBA","07/09/2008 - 08/01/2008","","","","","","","","","","","","","Word Study: Language Structure","",Closed,17,24,0,"","In Person"
10540,EDIS,772,6904,Lecture,"3","Christopher McAdoo","MoTuWeTh 1:00PM - 4:00PM","TBA","06/30/2005 - 07/23/2008","","","","","","","","","","","","","Word Study: Language Structure","",Closed,19,24,0,"","In Person"
10537,EDIS,772,7204,Lecture,"3","Kristin Conradi","MoTuWeTh 1:00PM - 4:30PM","TBA","07/07/2008 - 07/24/2008","","","","","","","","","","","","","Word Study: Language Structure","",Closed,11,30,0,"","In Person"
10538,EDIS,772,7216,Lecture,"3","Caroline Goddard","MoTuWeThFr 9:00AM - 5:30PM","TBA","07/28/2008 - 08/08/2008","","","","","","","","","","","","","Word Study: Language Structure","",Open,4,20,0,"","In Person"
10534,EDIS,772,7906,Lecture,"3","Amy Schirmer","MoTuWeThFr 8:30AM - 1:00PM","Roanoke Higher Ed Ctr 411","06/30/2008 - 07/24/2008","","","","","","","","","","","","","Word Study: Language Structure","",Closed,17,25,0,"","In Person"
10535,EDIS,772,8141,Lecture,"3","Beth Estill","MoWeFr 9:00AM - 3:00PM","TBA","07/21/2008 - 08/13/2008","","","","","","","","","","","","","Word Study: Language Structure","",Closed,15,30,0,"","In Person"
10541,EDIS,772W,6186,Lecture,"3","Kristi Gacek","MoTuWeThFr 1:00AM - 11:59PM","TBA","06/16/2008 - 08/22/2008","","","","","","","","","","","","","Word Study: Language Structure","",Closed,16,16,0,"","In Person"
10542,EDIS,772W,6187,Lecture,"3","Kristi Gacek","MoTuWeThFr 1:00AM - 11:59PM","TBA","06/16/2008 - 08/22/2008","","","","","","","","","","","","","Word Study: Language Structure","",Closed,16,16,0,"","In Person"
10544,EDIS,773,302E,Independent Study,"3","Latisha Hayes, ","MoTuWeThFr 8:00AM - 11:00AM","Ruffner Hall 121A","06/30/2008 - 07/25/2008","Latisha Hayes, ","MoTuWeThFr 8:00AM - 11:00AM","Ruffner Hall 121B","06/30/2008 - 07/25/2008","Latisha Hayes, ","MoTuWeThFr 8:00AM - 11:00AM","Ruffner Hall 187","06/30/2008 - 07/25/2008","","","","","Practicum in Reading Diagnosis","",Closed,7,25,0,"","In Person"
10543,EDIS,773,3212,Independent Study,"3","Latisha Hayes, ","MoTuWeThFr 8:00AM - 11:00AM","Ruffner Hall 121A","06/30/2008 - 07/25/2008","Latisha Hayes, ","MoTuWeThFr 8:00AM - 11:00AM","Ruffner Hall 121B","06/30/2008 - 07/25/2008","Latisha Hayes, ","MoTuWeThFr 8:00AM - 11:00AM","Ruffner Hall 187","06/30/2008 - 07/25/2008","","","","","Practicum in Reading Diagnosis","",Closed,6,25,0,"","In Person"
10547,EDIS,773,6626,Independent Study,"3","Jeradi Cohen","MoTuWeTh 7:30AM - 2:30PM","TBA","05/29/2008 - 07/24/2008","","","","","","","","","","","","","Practicum in Reading Diagnosis","",Closed,33,34,0,"","In Person"
10545,EDIS,773,7201,Independent Study,"3","Julie Gray","MoTuWeTh 12:30PM - 3:30PM","TBA","07/07/2008 - 07/31/2008","","","","","","","","","","","","","Practicum in Reading Diagnosis","",Closed,27,35,0,"","In Person"
10546,EDIS,773,7207,Independent Study,"3","Susan Thacker-Gwaltney","MoTuWeTh 8:30AM - 12:00PM","TBA","06/30/2008 - 07/24/2008","","","","","","","","","","","","","Practicum in Reading Diagnosis","",Closed,17,25,0,"","In Person"
10549,EDIS,774,302H,Lecture,"3","Latisha Hayes","MoTuWeThFr 11:00AM - 2:30PM","Ruffner Hall 121A","07/21/2008 - 07/25/2008","Latisha Hayes","MoTuWeThFr 11:00AM - 2:30PM","Ruffner Hall 121B","07/21/2008 - 07/25/2008","Latisha Hayes","MoTuWeThFr 11:00AM - 2:30PM","Ruffner Hall 187","07/21/2008 - 07/25/2008","","","","","Practicum in Remedial Reading","",Closed,7,25,0,"","In Person"
10548,EDIS,774,3213,Lecture,"3","Latisha Hayes, ","MoTuWeThFr 11:00AM - 2:30PM","Ruffner Hall 121A","06/30/2008 - 07/25/2008","Latisha Hayes, ","MoTuWeThFr 11:00AM - 2:30PM","Ruffner Hall 121B","06/30/2008 - 07/25/2008","Latisha Hayes, ","MoTuWeThFr 11:00AM - 2:30PM","Ruffner Hall 187","06/30/2008 - 07/25/2008","","","","","Practicum in Remedial Reading","",Closed,6,25,0,"","In Person"
10552,EDIS,774,6627,Lecture,"3","Jeradi Cohen","MoTuWeTh 7:30AM - 2:20PM","TBA","05/29/2008 - 07/24/2008","","","","","","","","","","","","","Practicum in Remedial Reading","",Closed,33,34,0,"","In Person"
10550,EDIS,774,7200,Lecture,"3","Julie Gray","MoTuWeTh 8:30AM - 11:30AM","TBA","07/07/2008 - 07/31/2008","","","","","","","","","","","","","Practicum in Remedial Reading","",Closed,27,35,0,"","In Person"
10551,EDIS,774,7208,Lecture,"3","Susan Thacker-Gwaltney","MoTuWeTh 12:00PM - 3:30PM","TBA","06/30/2008 - 07/24/2008","","","","","","","","","","","","","Practicum in Remedial Reading","",Closed,17,25,0,"","In Person"
10554,EDIS,788,304Z,Independent Study,"3","Stephanie Van Hover","MoTuWeThFr 12:45PM - 3:45PM","Ruffner Hall 241","05/19/2008 - 06/06/2008","","","","","","","","","","","","","Field Project","",Closed,4,10,0,"","In Person"
10553,EDIS,788,3002,Independent Study,"3","Stephanie Van Hover","MoTuWeThFr 12:45PM - 3:45PM","Ruffner Hall 241","05/19/2008 - 06/06/2008","","","","","","","","","","","","","Field Project","",Closed,19,20,0,"","In Person"
10556,EDIS,788,3040,Independent Study,"3","Ruth Ferree","MoTuWeThFr 12:45PM - 3:45PM","Ruffner Hall 241","05/19/2008 - 06/06/2008","","","","","","","","","","","","","Field Project","",Closed,8,15,0,"","In Person"
10555,EDIS,788,3059,Independent Study,"3","Ruth Ferree","MoTuWeThFr 12:45PM - 3:45PM","Ruffner Hall 241","05/19/2008 - 06/06/2008","","","","","","","","","","","","","Field Project","",Closed,6,15,0,"","In Person"
10558,EDIS,789,305F,Independent Study,"1 - 6","Martha Snell","TBA","TBA","05/19/2008 - 07/08/2008","","","","","","","","","","","","","Practicum:Special Education","",Closed,3,20,0,"","In Person"
10557,EDIS,789,3064,Independent Study,"1 - 6","Staff","TBA","TBA","07/21/2008 - 08/08/2008","","","","","","","","","","","","","Practicum:Special Education","",Closed,0,20,0,"","In Person"
10560,EDIS,793,301R,Independent Study,"1 - 6","Staff","TBA","TBA","07/21/2008 - 08/08/2008","","","","","","","","","","","","","Independent Study","",Closed,0,15,0,"","In Person"
10559,EDIS,793,3044,Independent Study,"1 - 6","Staff","TBA","TBA","07/21/2008 - 08/08/2008","","","","","","","","","","","","","Independent Study","",Closed,1,15,0,"","In Person"
10561,EDIS,809,301F,Lecture,"1 - 12","Staff","TBA","TBA","07/21/2008 - 08/08/2008","","","","","","","","","","","","","Spec Educ Doctoral Internship","",Closed,0,15,0,"","In Person"
10562,EDIS,885,6138,Lecture,"4","Sandra Cohen","MoWeFr 4:00PM - 8:00PM","TBA","05/19/2008 - 07/25/2008","","","","","","","","","","","","","Sem Spec Educ:General","",Closed,10,10,0,"","In Person"
10563,EDIS,999,3449,Independent Study,"1 - 12","Staff","TBA","TBA","07/21/2008 - 08/08/2008","","","","","","","","","","","","","Doctoral Dissertation","",Closed,8,15,0,"","In Person"
10564,EDLF,427,304H,Lecture,"3","Diane Whaley","MoTuWeThFr 11:00AM - 2:00PM","Ruffner Hall 311","06/09/2008 - 06/27/2008","","","","","","","","","","","","","Adult Development","",Closed,0,10,0,"","In Person"
10565,EDLF,493,304C,Independent Study,"1 - 12","Staff","TBA","TBA","05/19/2008 - 08/08/2008","","","","","","","","","","","","","Independent Study","",Closed,0,10,0,"","In Person"
10566,EDLF,589,3217,Independent Study,"3","Alfred Butler","MoTuWeThFr 8:30AM - 3:00PM","Ruffner Hall 227A","06/23/2008 - 06/27/2008","","","","","","","","","","","","","Selected Topics","",Closed,2,15,0,"","In Person"
10572,EDLF,589,6135,Independent Study,"3","Alfred Butler","MoTuWeThFr 8:30AM - 5:30PM","TBA","06/25/2008 - 07/18/2008","","","","","","","","","","","","","Selected Topics","",Closed,18,100,0,"","In Person"
10573,EDLF,589,6136,Independent Study,"3","Alfred Butler","MoTuWeThFr 8:30AM - 5:30PM","TBA","06/23/2008 - 08/18/2008","","","","","","","","","","","","","Selected Topics","",Closed,14,25,0,"","In Person"
10574,EDLF,589,6137,Independent Study,"3","Sara Dexter","MoTuWeThFr 8:30AM - 5:30PM","TBA","07/21/2008 - 08/18/2008","","","","","","","","","","","","","Selected Topics","",Closed,12,30,0,"","In Person"
10570,EDLF,589,6600,Independent Study,"3","Bernadette Black","ThFrSa 5:00PM - 9:00PM","TBA","05/09/2008 - 06/28/2008","","","","","","","","","","","","","Selected Topics","",Closed,26,30,0,"","In Person"
10569,EDLF,589,6606,Independent Study,"3","George Kroupa","FrSa 5:00PM - 9:15PM","TBA","07/18/2008 - 08/23/2008","","","","","","","","","","","","","Selected Topics","",Closed,6,24,0,"","In Person"
10567,EDLF,589,6607,Independent Study,"3","Daniel Driscoll","TuTh 5:00PM - 9:15PM","TBA","07/01/2008 - 08/07/2008","","","","","","","","","","","","","Selected Topics","",Closed,25,25,0,"","In Person"
10568,EDLF,589,6608,Independent Study,"3","Karen Gardner","Th 5:00PM - 9:15PM","TBA","05/29/2008 - 07/31/2008","","","","","","","","","","","","","Selected Topics","",Closed,0,6,0,"","In Person"
10575,EDLF,589,6801,Independent Study,"3","Russell Grieger","FrSa 4:30PM - 10:00PM","TBA","07/11/2008 - 08/02/2008","","","","","","","","","","","","","Selected Topics","",Closed,13,30,0,"","In Person"
10571,EDLF,589,7294,Independent Study,"3","Zahrl Schoeny","WeFrSa 9:00AM - 4:00PM","TBA","06/13/2008 - 08/06/2008","","","","","","","","","","","","","Selected Topics","",Closed,12,30,0,"","In Person"
10576,EDLF,589A,6880,Independent Study,"3","Kimberly Willison","FrSa 5:00PM - 8:45PM","TBA","05/30/2008 - 06/21/2008","","","","","","","","","","","","","Selected Topics","",Closed,28,30,0,"","In Person"
10579,EDLF,589B,6915,Lecture,"3","Lynda Hickey","MoWe 5:00PM - 9:00PM","TBA","06/09/2008 - 07/09/2008","","","","","","","","","","","","","Models Strat Teaching Gifted","",Closed,15,30,0,"","In Person"
10577,EDLF,589B,7212,Lecture,"3","Linda Robinson","MoTuWeThFr 8:30AM - 4:00PM","TBA","06/18/2008 - 06/24/2008","","","","","","","","","","","","","Models Strat Teaching Gifted","",Closed,22,25,0,"","In Person"
10578,EDLF,589B,7213,Lecture,"3","Linda Robinson","MoTuWeThFr 8:30AM - 4:00PM","TBA","06/25/2008 - 07/01/2008","","","","","","","","","","","","","Models Strat Teaching Gifted","",Closed,15,25,0,"","In Person"
10580,EDLF,589D,8150,Lecture,"3","Linda Harkins","TuThSa 3:30PM - 6:30PM","TBA","06/19/2008 - 07/19/2008","","","","","","","","","","","","","Intro Curriculum Gifted","",Closed,19,25,0,"","In Person"
10581,EDLF,589Z,5981,Lecture,"3","Sharon Davie","MoTuWeThFr 8:00AM - 5:00PM","TBA","07/01/2008 - 07/17/2008","","","","","","","","","","","","","Education and Social Change","",Closed,0,17,0,"","In Person"
10582,EDLF,707,3039,Lecture,"3","Feng Wang","MoTuWeThFr 8:00AM - 10:45AM","Ruffner Hall 209","06/09/2008 - 06/27/2008","","","","","","","","","","","","","Digital Media Development","",Closed,11,10,0,"","In Person"
10583,EDLF,710,3095,Lecture,"3","Stephanie Van Hover","MoTuWeThFr 9:00AM - 12:00PM","Ruffner Hall 241","05/19/2008 - 06/06/2008","","","","","","","","","","","","","Contemporary Educ Issues","",Closed,35,55,0,"","In Person"
10584,EDLF,710,6609,Lecture,"3","Vincent Vaccaro","MoWe 5:00PM - 9:15PM","TBA","06/16/2008 - 07/23/2008","","","","","","","","","","","","","Contemporary Educ Issues","",Closed,19,24,0,"","In Person"
10585,EDLF,711E,8103,Lecture,"3","Mollie Messimer","ThFrSa 5:00PM - 9:00PM","TBA","06/26/2008 - 08/09/2008","","","","","","","","","","","","","Intrprsl & Group Relations","",Closed,19,25,0,"","In Person"
10586,EDLF,714,7002,Lecture,"3","Emily Dorgan","FrSa 8:30AM - 4:30PM","TBA","05/23/2008 - 08/16/2008","","","","","","","","","","","","","Schls as Prof Lrng Communities","",Closed,26,28,0,"","In Person"
10587,EDLF,714,7291,Lecture,"3","Robert Staley","FrSa 8:30AM - 4:30PM","TBA","06/27/2008 - 08/09/2008","","","","","","","","","","","","","Schls as Prof Lrng Communities","",Closed,29,30,0,"","In Person"
10588,EDLF,716,6830,Lecture,"3","Mary Repass","TuWeSa 5:00PM - 9:45PM","TBA","05/20/2008 - 06/07/2008","","","","","","","","","","","","","Human Development","",Closed,29,30,0,"","In Person"
10589,EDLF,716,6831,Lecture,"3","Laurie Grocholski","FrSa 5:00PM - 9:30PM","TBA","05/30/2008 - 06/28/2008","","","","","","","","","","","","","Human Development","",Closed,18,30,0,"","In Person"
10590,EDLF,720,303S,Lecture,"3","Herbert Richards","MoTuWeThFr 8:00AM - 10:45AM","Ruffner Hall 281","06/09/2008 - 06/27/2008","","","","","","","","","","","","","Child Development","",Closed,8,25,0,"","In Person"
10591,EDLF,721,3004,Lecture,"3","Peter Sheras","MoTuWeThFr 11:00AM - 2:00PM","Ruffner Hall 175","06/09/2008 - 06/27/2008","","","","","","","","","","","","","Adolescent Development","",Closed,4,30,0,"","In Person"
10592,EDLF,727,3043,Lecture,"3","Diane Whaley","MoTuWeThFr 11:00AM - 2:00PM","Ruffner Hall 281","06/09/2008 - 06/27/2008","","","","","","","","","","","","","Adult Development","",Closed,5,15,0,"","In Person"
10593,EDLF,730,6583,Lecture,"3","Brian Ratliff","FrSa 4:30PM - 9:30PM","TBA","06/20/2008 - 08/02/2008","","","","","","","","","","","","","Intro to Educational Research","",Closed,14,30,0,"","In Person"
10594,EDLF,731,3101,Lecture,"3","James Peugh","MoTuWeThFr 11:15AM - 2:30PM","Ruffner Hall 283","05/19/2008 - 06/06/2008","","","","","","","","","","","","","Educational Statistics I","",Closed,10,30,0,"","In Person"
10595,EDLF,739,6147,Lecture,"3","Carol Tomlinson","MoTuWeThFr 9:00AM - 5:00PM","TBA","07/14/2008 - 08/04/2008","","","","","","","","","","","","","Differentiating Instruction","",Closed,7,25,0,"","In Person"
