ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description,Instruction Mode
10015,AAS,406,00RY,Seminar,"3","David Haberly","MoWeFr 11:00AM - 11:50AM","New Cabell Hall 320","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Adv Sem Afr Am & Afr Stds","",Closed,1,3,0,"","In Person"
10014,AAS,406,01B3,Seminar,"3","Claudrena Harold","Tu 3:30PM - 6:00PM","New Cabell Hall 236","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Adv Sem Afr Am & Afr Stds","",Closed,7,4,0,"","In Person"
10016,AAS,452,01HF,Independent Study,"3","Staff","TBA","TBA","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Thesis/Dmp","",Closed,2,10,0,"","In Person"
10017,ACCT,201,6701,Lecture,"3","Marshall Kasten","Tu 7:00PM - 10:00PM","TBA","01/23/2007 - 05/01/2007","","","","","","","","","","","","","Introductory Accounting I","",Closed,26,30,0,"","In Person"
10018,ACCT,202,6702,Lecture,"3","David Capitano","Mo 6:30PM - 9:30PM","TBA","01/22/2007 - 04/30/2007","","","","","","","","","","","","","Introductory Accounting II","",Open,21,24,0,"","In Person"
10019,ACCT,311,6703,Lecture,"3","Noah Kaufman","Mo 6:30PM - 9:30PM","TBA","01/22/2007 - 04/30/2007","","","","","","","","","","","","","Intermediate Accounting I","",Closed,12,24,0,"","In Person"
10020,ACCT,312,6704,Lecture,"3","James Foster","Th 6:30PM - 9:30PM","TBA","01/25/2007 - 05/03/2007","","","","","","","","","","","","","Intermediate Accounting II","",Open,23,30,0,"","In Person"
10021,ACCT,314,6705,Lecture,"3","William Cardine","Tu 6:30PM - 9:30PM","TBA","01/23/2007 - 05/01/2007","","","","","","","","","","","","","Cost Accounting","",Closed,11,24,0,"","In Person"
10022,ACCT,445W,6706,Lecture,"3","Gary Dittmer","MoTuWeThFr 1:00AM - 11:59PM","TBA","01/22/2007 - 05/04/2007","","","","","","","","","","","","","Federal Taxation I","",Closed,12,30,0,"","In Person"
10023,ACCT,521,6707,Lecture,"3","Karen Young","Th 6:30PM - 9:30PM","TBA","01/25/2007 - 05/03/2007","","","","","","","","","","","","","Introductory Auditing","",Open,16,24,0,"","In Person"
10024,ACCT,525,6708,Lecture,"3","Karen Young","We 6:30PM - 9:30PM","TBA","01/24/2007 - 05/02/2007","","","","","","","","","","","","","Advanced Auditing","",Closed,7,24,0,"","In Person"
10025,ACCT,531,6709,Lecture,"3","Molly Parker","Mo 6:30PM - 9:30PM","TBA","01/22/2007 - 04/30/2007","","","","","","","","","","","","","Topics in Advanced Accounting","",Closed,12,24,0,"","In Person"
10026,ACCT,533,6710,Lecture,"3","Richard Evans","We 6:30PM - 9:30PM","TBA","01/24/2007 - 05/02/2007","","","","","","","","","","","","","Acct for Non-Bus Organizations","",Closed,14,24,0,"","In Person"
10027,ACCT,546,6711,Lecture,"3","Thomas Hughes","Tu 6:30PM - 9:30PM","TBA","01/23/2007 - 05/01/2007","","","","","","","","","","","","","Federal Taxation II","",Closed,15,24,0,"","In Person"
10028,AIRS,120,01K7,Lecture,"1","Ryan Taylor","Tu 4:00PM - 4:50PM","Mcleod Hall 1004","01/17/2007 - 05/01/2007","Ryan Taylor","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","01/17/2007 - 05/01/2007","","","","","","","","","The Air Force Today","",Closed,11,14,0,"","In Person"
10029,AIRS,120,02UV,Lecture,"1","Ryan Taylor","Tu 1:00PM - 1:50PM","Mcleod Hall 2007","01/17/2007 - 05/01/2007","Ryan Taylor","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","01/17/2007 - 05/01/2007","","","","","","","","","The Air Force Today","",Closed,15,40,0,"","In Person"
10031,AIRS,220,049F,Lecture,"1","Daniel Doty","We 2:00PM - 2:50PM","Astronomy Bldg 139","01/17/2007 - 05/01/2007","Daniel Doty","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","01/17/2007 - 05/01/2007","","","","","","","","","Development of Air Power","",Closed,3,10,0,"","In Person"
10030,AIRS,220,02E3,Lecture,"1","Daniel Doty","Tu 1:00PM - 1:50PM","Mcleod Hall 2006","01/17/2007 - 05/01/2007","Daniel Doty","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","01/17/2007 - 05/01/2007","","","","","","","","","Development of Air Power","",Closed,6,10,0,"","In Person"
10032,AIRS,320,004Z,Lecture,"3","Lydia Gregoritsch","TuTh 11:00AM - 12:15PM","Astronomy Bldg 139","01/17/2007 - 05/01/2007","Lydia Gregoritsch","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","01/17/2007 - 05/01/2007","","","","","","","","","Concepts of Ldrshp & Mgmnt","",Closed,8,12,0,"","In Person"
10033,AIRS,320,022W,Lecture,"3","Lydia Gregoritsch","TuTh 4:00PM - 5:15PM","Clark Hall 102","01/17/2007 - 05/01/2007","Lydia Gregoritsch","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","01/17/2007 - 05/01/2007","","","","","","","","","Concepts of Ldrshp & Mgmnt","",Closed,12,12,0,"","In Person"
10034,AIRS,420,04GK,Lecture,"3","George Dowdy","TuTh 12:30PM - 1:45PM","Bryan Hall 328","01/17/2007 - 05/01/2007","George Dowdy","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","01/17/2007 - 05/01/2007","","","","","","","","","National Security Forces II","",Closed,12,30,0,"","In Person"
10035,ALAR,652,00R8,Lecture,"1","Jeana Ripple","Th 5:00PM - 7:00PM","Campbell Hall 105","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Studio Workshop","",Closed,31,40,0,"","In Person"
10036,ALAR,702,02R5,Independent Study,"6","Staff","MoWeFr 2:00PM - 5:45PM","Campbell Hall 401","01/17/2007 - 05/01/2007","Staff","MoWeFr 2:00PM - 5:45PM","TBA","01/17/2007 - 05/01/2007","","","","","","","","","Design Research Studio I","",Closed,42,60,0,"","In Person"
10037,ALAR,802,03KC,Independent Study,"6","Staff","MoWeFr 2:00PM - 5:45PM","Campbell Hall 401","01/17/2007 - 05/01/2007","Staff","MoWe 1:00PM - 6:00PM","TBA","01/17/2007 - 05/01/2007","Staff","Fr 2:00PM - 6:00PM","TBA","01/17/2007 - 05/01/2007","","","","","Design Research Studio II","",Closed,27,30,0,"","In Person"
10001,AM,607,03BT,Lecture,"3","Marek-Jerzy Pindera","TuTh 12:30PM - 1:45PM","Wilsdorf Hall 101","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Theory of Elasticity","",Closed,3,5,0,"","In Person"
10002,AM,714,019K,Lecture,"3","Niall Horgan","MoWe 3:30PM - 4:45PM","Thornton Hall D221","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Nonlinear Elasticity Theory","",Closed,15,25,0,"","In Person"
10003,AM,999,0211,Independent Study,"3 - 12","Staff","TBA","TBA","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Research","",Closed,1,25,0,"","In Person"
10041,AMST,201A,04MP,Lecture,"3","Robert Kolker","TuTh 11:00AM - 12:15PM","Clemons Library 322B","01/17/2007 - 05/01/2007","","","","","","","","","","","","","History of American Film","",Closed,22,20,0,"","In Person"
10042,AMST,201B,05QD,Lecture,"3","Ashley Williams","TuTh 9:30AM - 10:45AM","Minor Hall 130","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Chinese Am Lang, Id, & Culture","",Closed,19,30,0,"","In Person"
10043,AMST,302A,0193,Lecture,"3","Eric Lott","TuTh 12:30PM - 1:45PM","Bryan Hall 334","01/17/2007 - 05/01/2007","","","","","","","","","","","","","American Studies Sem (Part II)","",Closed,16,15,0,"","In Person"
10044,AMST,302B,05AD,Lecture,"3","Grace Hale","TuTh 12:30PM - 1:45PM","Bryan Hall 310","01/17/2007 - 05/01/2007","","","","","","","","","","","","","American Studies Sem (Part II)","",Closed,16,15,0,"","In Person"
10045,AMST,401A,02AA,Lecture,"3","Sylvia Chong","We 5:00PM - 7:30PM","Clemons Library 322A","01/17/2007 - 05/01/2007","","","","","","","","","","","","","American Orientalism & War Flm","",Closed,13,15,0,"","In Person"
10047,AMST,494,0014,Independent Study,"3","Staff","TBA","TBA","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Independent Study","",Closed,3,10,0,"","In Person"
10046,AMST,494,5791,Independent Study,"3","Staff","TBA","TBA","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Independent Study","",Closed,1,1,0,"","In Person"
10048,ANTH,212,00X3,Lecture,"3","Pamela Lim","TuTh 2:00PM - 3:15PM","New Cabell Hall B030","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Anth of Colonialism","",Closed,27,35,0,"","In Person"
10050,ANTH,225,040D,Lecture,"3","Richard Handler","MoWe 2:00PM - 3:15PM","Maury Hall 209","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Racism Nationalism Multicult","",Closed,252,225,0,"","In Person"
10049,ANTH,225,5589,Lecture,"3","Richard Handler","MoWe 2:00PM - 3:15PM","Maury Hall 209","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Racism Nationalism Multicult","",Closed,1,1,0,"","In Person"
10051,ANTH,225D,040E,Discussion,"1","Elizabeth Bollwerk","Th 5:00PM - 5:50PM","New Cabell Hall 234","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Racism Natnlsm Multicult Disc","",Closed,14,20,0,"","In Person"
10052,ANTH,225D,040F,Discussion,"1","Arsalan Khan","We 6:00PM - 6:50PM","New Cabell Hall 130","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Racism Natnlsm Multicult Disc","",Closed,16,20,0,"","In Person"
10053,ANTH,225D,040G,Discussion,"1","Melissa Nelson","Th 3:00PM - 3:50PM","Mcleod Hall 2005","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Racism Natnlsm Multicult Disc","",Closed,16,20,0,"","In Person"
10054,ANTH,225D,040H,Discussion,"1","Christopher Hewlett","We 5:00PM - 5:50PM","New Cabell Hall 337","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Racism Natnlsm Multicult Disc","",Closed,18,20,0,"","In Person"
10055,ANTH,225D,040K,Discussion,"1","Arsalan Khan","Fr 12:00PM - 12:50PM","New Cabell Hall 119","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Racism Natnlsm Multicult Disc","",Closed,15,20,0,"","In Person"
10056,ANTH,225D,040M,Discussion,"1","Christopher Hewlett","We 4:00PM - 4:50PM","New Cabell Hall B031","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Racism Natnlsm Multicult Disc","",Closed,20,20,0,"","In Person"
10057,ANTH,225D,040N,Discussion,"1","Elizabeth Bollwerk","Fr 10:00AM - 10:50AM","Ruffner Hall 281","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Racism Natnlsm Multicult Disc","",Closed,15,20,0,"","In Person"
10058,ANTH,225D,040P,Discussion,"1","Elizabeth Bollwerk","Fr 11:00AM - 11:50AM","New Cabell Hall 431","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Racism Natnlsm Multicult Disc","",Closed,16,20,0,"","In Person"
10059,ANTH,225D,040Q,Discussion,"1","Melissa Nelson","Th 4:00PM - 4:50PM","Mcleod Hall 2007","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Racism Natnlsm Multicult Disc","",Closed,8,20,0,"","In Person"
10060,ANTH,225D,059Q,Discussion,"1","Arsalan Khan","Fr 11:00AM - 11:50AM","New Cabell Hall 424","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Racism Natnlsm Multicult Disc","",Closed,17,20,0,"","In Person"
10061,ANTH,225D,059R,Discussion,"1","Melissa Nelson","Fr 9:00AM - 9:50AM","New Cabell Hall B028","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Racism Natnlsm Multicult Disc","",Closed,4,20,0,"","In Person"
10062,ANTH,225D,059S,Discussion,"1","Christopher Hewlett","Th 4:00PM - 4:50PM","New Cabell Hall 242","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Racism Natnlsm Multicult Disc","",Closed,17,20,0,"","In Person"
10063,ANTH,236,00YR,Lecture,"3","Roy Wagner","TuTh 9:30AM - 10:45AM","Wilson Hall 301","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Don Juan and Castaneda","",Closed,183,150,0,"","In Person"
10064,ANTH,240,00KC,Lecture,"3","Mark Sicoli","MoWeFr 12:00PM - 12:50PM","New Cabell Hall 311","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Language and Culture","",Closed,60,60,0,"","In Person"
10065,ANTH,255,00MJ,Lecture,"3","Sherrilynn Colby-Bottel","MoTuWeThFrSa 10:00AM - 12:00PM","Maury Hall 110","01/02/2007 - 01/12/2007","Sherrilynn Colby-Bottel","MoTuWeThFrSa 1:00PM - 3:00PM","Maury Hall 110","01/02/2007 - 01/12/2007","","","","","","","","","Anthropology of Music","",Closed,24,25,0,"","In Person"
10066,ANTH,255,60AJ,Lecture,"3","Sherrilynn Colby-Bottel","MoTuWeThFrSa 10:00AM - 12:00PM","Clark Hall G004","01/02/2007 - 01/12/2007","Sherrilynn Colby-Bottel","MoTuWeThFrSa 1:00PM - 3:00PM","Clark Hall G004","01/02/2007 - 01/12/2007","","","","","","","","","Anthropology of Music","",Closed,2,2,0,"","In Person"
10067,ANTH,261,040S,Lecture,"3","Asiya Malik","MoWeFr 10:00AM - 10:50AM","Minor Hall 130","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Asian America","",Closed,36,35,0,"","In Person"
10069,ANTH,267,00Q6,Lecture,"3","Ira Bashkow","TuTh 11:00AM - 11:50AM","Minor Hall 125","01/17/2007 - 05/01/2007","","","","","","","","","","","","","How Others See Us","",Closed,168,180,0,"","In Person"
10068,ANTH,267,5665,Lecture,"3","Ira Bashkow","TuTh 11:00AM - 11:50AM","Minor Hall 125","01/17/2007 - 05/01/2007","","","","","","","","","","","","","How Others See Us","",Closed,1,1,0,"","In Person"
10070,ANTH,281,040R,Lecture,"3","Jeffrey Hantman","MoWe 2:00PM - 3:15PM","Minor Hall 125","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Human Origins","",Closed,171,180,0,"","In Person"
10072,ANTH,289,00AJ,Lecture,"3","Rachel Most","MoTuWeThFrSa 9:00AM - 11:00AM","New Cabell Hall 319","01/02/2007 - 01/12/2007","Rachel Most","MoTuWeThFrSa 12:00PM - 2:00PM","New Cabell Hall 319","01/02/2007 - 01/12/2007","","","","","","","","","Unearthing the Past","",Closed,15,25,0,"","In Person"
10071,ANTH,289,00PB,Lecture,"3","Rachel Most","Mo 1:00PM - 3:30PM","Bryan Hall 332","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Unearthing the Past","",Closed,17,18,0,"","In Person"
10073,ANTH,289,60CJ,Lecture,"3","Rachel Most","MoTuWeThFrSa 9:00AM - 11:00AM","New Cabell Hall 319","01/02/2007 - 01/12/2007","Rachel Most","MoTuWeThFrSa 12:00PM - 2:00PM","New Cabell Hall 319","01/02/2007 - 01/12/2007","","","","","","","","","Unearthing the Past","",Closed,2,2,0,"","In Person"
10074,ANTH,290,04ZW,Lecture,"3","Susan McKinnon","MoWe 3:30PM - 4:20PM","Minor Hall 125","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Cult Pols of Am Fam Values","",Closed,175,180,0,"","In Person"
10075,ANTH,301,03CH,Lecture,"4","Edward Abse","TuTh 11:00AM - 12:15PM","Mcleod Hall 1003","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Theory/History Anthropology","",Closed,48,60,0,"","In Person"
10076,ANTH,301,5778,Lecture,"4","Edward Abse","TuTh 11:00AM - 12:15PM","Mcleod Hall 1003","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Theory/History Anthropology","",Closed,1,1,0,"","In Person"
10077,ANTH,315,00QV,Lecture,"3","Clare Terni","TuTh 11:00AM - 12:15PM","New Cabell Hall 341","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Witchcraft and Work","",Closed,36,30,0,"","In Person"
10078,ANTH,341,04Z2,Lecture,"3","Eve Danziger","MoWe 11:00AM - 11:50AM","New Cabell Hall 345","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Sociolinguistics","",Closed,60,60,0,"","In Person"
10079,ANTH,341,5846,Lecture,"3","Eve Danziger","MoWe 11:00AM - 11:50AM","New Cabell Hall 345","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Sociolinguistics","",Closed,2,2,0,"","In Person"
10080,ANTH,353,040Z,Lecture,"3","Ekaterina Makarova","We 3:30PM - 6:00PM","New Cabell Hall B021","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Anthropology of Eastern Europe","",Closed,7,8,0,"","In Person"
10081,ANTH,359,04ZF,Lecture,"3","J Sapir","Mo 7:30PM - 10:00PM","TBA","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Ethnophotography","",Closed,10,9,0,"","In Person"
10082,ANTH,370,040W,Lecture,"3","Ravindra Khare","Mo 2:00PM - 4:30PM","New Cabell Hall 325","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Contemporary India","",Closed,22,30,0,"","In Person"
10083,ANTH,371,00X8,Lecture,"3","Dell Upton","TuTh 5:30PM - 6:45PM","Wilson Hall 402","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Cities in History","",Closed,77,60,0,"","In Person"
10085,ANTH,374,04ZU,Lecture,"3","Sue McCarty","TuTh 3:30PM - 4:45PM","Maury Hall 104","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Turkey:Orientalism & Modernity","",Closed,18,35,0,"","In Person"
10084,ANTH,374,569H,Lecture,"3","Sue McCarty","TuTh 3:30PM - 4:45PM","Maury Hall 104","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Turkey:Orientalism & Modernity","",Closed,1,1,0,"","In Person"
10086,ANTH,378,00QJ,Independent Study,"3","Stephen Plog","MoTuWeThFrSa 12:00AM - 12:00AM","TBA","01/02/2007 - 01/12/2007","","","","","","","","","","","","","The Pueblo People","",Closed,6,7,0,"","In Person"
10087,ANTH,388,05YR,Lecture,"3","Adria Laviolette","TuTh 9:30AM - 10:45AM","New Cabell Hall 316","01/17/2007 - 05/01/2007","","","","","","","","","","","","","African Archaeology","",Closed,36,35,0,"","In Person"
10088,ANTH,398,00QW,Lecture,"3","Elizabeth Arkush","TuTh 12:30PM - 1:45PM","New Cabell Hall 222","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Archaeology of the Andes","",Closed,36,45,0,"","In Person"
10089,ANTH,398,5516,Lecture,"3","Elizabeth Arkush","TuTh 12:30PM - 1:45PM","New Cabell Hall 222","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Archaeology of the Andes","",Closed,1,1,0,"","In Person"
10090,ANTH,401A,02KV,Lecture,"3","Patricia Wattenmaker","Tu 6:30PM - 9:00PM","Pavilion VIII 108","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Politics of the Past","",Closed,10,15,0,"","In Person"
10091,ANTH,401A,5517,Lecture,"3","Patricia Wattenmaker","Tu 6:30PM - 9:00PM","Pavilion VIII 108","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Politics of the Past","",Closed,2,2,0,"","In Person"
10092,ANTH,401B,03T0,Lecture,"3","Adria Laviolette","TuTh 12:30PM - 1:45PM","New Cabell Hall 331","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Contemporary African Societies","",Closed,19,15,0,"","In Person"
10093,ANTH,401C,04HP,Lecture,"3","Nona Moskowitz","Tu 2:00PM - 4:30PM","New Cabell Hall 430","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Anthro Issues in Japan","",Closed,11,15,0,"","In Person"
10094,ANTH,496,0166,Independent Study,"1 - 6","Staff","TBA","TBA","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Indep Study in Anthropology","",Closed,4,25,0,"","In Person"
10095,ANTH,498,01S0,Independent Study,"1 - 6","Staff","TBA","TBA","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Distinguished Mjrs Thesis Writ","",Closed,9,25,0,"","In Person"
10096,ANTH,498,5689,Independent Study,"3 - 6","Staff","TBA","TBA","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Distinguished Mjrs Thesis Writ","",Closed,1,2,0,"","In Person"
10097,ANTH,528,05YT,Lecture,"3","Wende Marshall","Th 7:00PM - 9:30PM","New Cabell Hall 430","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Topics in Race Theory","",Closed,13,15,0,"","In Person"
10098,ANTH,529A,0327,Lecture,"3","Ravindra Khare","We 2:00PM - 4:30PM","TBA","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Subalterns & Postcolonialism","",Closed,2,15,0,"","In Person"
10099,ANTH,529C,00Y8,Lecture,"3","Frederick Damon, ","Tu 7:00PM - 9:30PM","Clark Hall 101","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Ecological & Anthro Synergisms","",Closed,9,20,0,"","In Person"
10101,ANTH,529D,00XU,Lecture,"4","Wende Marshall","Mo 1:00PM - 3:30PM","TBA","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Applied Anth:Community Organiz","",Closed,18,20,0,"","In Person"
10100,ANTH,529D,5722,Lecture,"4","Wende Marshall","Mo 1:00PM - 3:30PM","TBA","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Applied Anth:Community Organiz","",Closed,0,1,0,"","In Person"
10102,ANTH,529E,032X,Lecture,"3","Roy Wagner","TuTh 12:30PM - 1:45PM","New Cabell Hall 225","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Mythodology","",Closed,22,20,0,"","In Person"
10103,ANTH,541,00KB,Lecture,"3","Lise Dobrin","We 3:30PM - 6:00PM","New Cabell Hall 247","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Phonology","",Closed,18,20,0,"","In Person"
10104,ANTH,542,00RF,Lecture,"3","Ellen Contini-Morava","MoWe 2:00PM - 3:15PM","New Cabell Hall 234","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Theories of Language","",Closed,16,20,0,"","In Person"
10105,ANTH,549A,040Y,Lecture,"3","Daniel Lefkowitz","Tu 7:00PM - 9:30PM","Wilson Hall 141A","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Speech Play & Verbal Art","",Closed,7,15,0,"","In Person"
10106,ANTH,572A,02ZD,Lecture,"3","Edith Turner","Th 7:00PM - 9:30PM","TBA","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Communitas & Humanism","",Closed,14,12,0,"","In Person"
10107,ANTH,589B,05YU,Independent Study,"3","Fraser Neiman","Mo 4:30PM - 7:00PM","TBA","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Spatial Data Analysis in Arch","",Closed,5,10,0,"","In Person"
10108,ANTH,702,04ZM,Lecture,"3","Ira Bashkow","Th 2:00PM - 4:30PM","New Cabell Hall 432","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Current Anthropological Theory","",Closed,7,12,0,"","In Person"
10109,ANTH,706,00Z5,Lecture,"3","Ira Bashkow","Tu 3:30PM - 6:00PM","New Cabell Hall B029","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Workshop in Project Design","",Closed,3,15,0,"","In Person"
10110,ANTH,711,01X6,Lecture,"3","Susan McKinnon","We 6:30PM - 9:00PM","New Cabell Hall 331","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Paper and Presentation","",Closed,9,15,0,"","In Person"
10111,ANTH,740,00B5,Lecture,"3","Eve Danziger","Tu 1:00PM - 3:30PM","Cauthen House 116","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Linguistic Anthropology","",Closed,12,20,0,"","In Person"
10112,ANTH,753,0400,Lecture,"3","Ekaterina Makarova","We 3:30PM - 6:00PM","New Cabell Hall B021","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Anthropology of Eastern Europe","",Closed,1,5,0,"","In Person"
10113,ANTH,759,0323,Lecture,"3","J Sapir","Mo 7:30PM - 10:00PM","TBA","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Ethnophotography","",Closed,0,1,0,"","In Person"
10114,ANTH,771,00X7,Lecture,"3","Dell Upton","TuTh 5:30PM - 6:45PM","Wilson Hall 402","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Cities in History","",Closed,4,5,0,"","In Person"
10115,ANTH,788,05YS,Lecture,"3","Adria Laviolette","TuTh 9:30AM - 10:45AM","New Cabell Hall 316","01/17/2007 - 05/01/2007","","","","","","","","","","","","","African Archaeology","",Closed,1,3,0,"","In Person"
10116,ANTH,795,00MH,Lecture,"3","Jeffrey Hantman","Th 2:00PM - 4:30PM","New Cabell Hall 430","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Archaeology of Identity","",Closed,3,10,0,"","In Person"
10117,ANTH,897,010N,Independent Study,"3 - 12","Staff","TBA","TBA","01/17/2007 - 05/01/2007","","","","","","","","","","","","","Non-Topical Research","",Closed,6,50,0,"","In Person"
