ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description,Instruction Mode
10024,AIRS,110,00TU,Lecture,"1","Ryan Taylor","Tu 4:00PM - 5:00PM","Mcleod Hall 1004","08/23/2006 - 12/05/2006","Ryan Taylor","Tu 2:00PM - 4:00PM","Chemistry Bldg 402","08/23/2006 - 12/05/2006","","","","","","","","","The Air Force Today","",Closed,5,5,0,"","In Person"
10025,AIRS,110,01T2,Lecture,"1","Ryan Taylor","We 3:00PM - 3:50PM","Astronomy Bldg 139","08/23/2006 - 12/05/2006","Ryan Taylor","Tu 2:00PM - 4:00PM","Chemistry Bldg 402","08/23/2006 - 12/05/2006","","","","","","","","","The Air Force Today","",Closed,12,15,0,"","In Person"
10028,AIRS,210,00UM,Lecture,"1","Daniel Doty","We 10:00AM - 10:50AM","Astronomy Bldg 139","08/23/2006 - 12/05/2006","Daniel Doty","Tu 2:00PM - 4:00PM","Chemistry Bldg 402","08/23/2006 - 12/05/2006","","","","","","","","","Development of Air Power","",Closed,0,15,0,"","In Person"
10026,AIRS,210,01XR,Lecture,"1","Daniel Doty","We 2:00PM - 2:50PM","Astronomy Bldg 139","08/23/2006 - 12/05/2006","Daniel Doty","Tu 2:00PM - 4:00PM","Chemistry Bldg 402","08/23/2006 - 12/05/2006","","","","","","","","","Development of Air Power","",Closed,9,15,0,"","In Person"
10027,AIRS,210,024N,Lecture,"1","Daniel Doty","Tu 1:00PM - 1:50PM","Mcleod Hall 1006","08/23/2006 - 12/05/2006","Daniel Doty","Tu 2:00PM - 4:00PM","Chemistry Bldg 402","08/23/2006 - 12/05/2006","","","","","","","","","Development of Air Power","",Closed,2,10,0,"","In Person"
10029,AIRS,310,01HP,Lecture,"3","Lydia Gregoritsch","TuTh 4:00PM - 5:15PM","Clark Hall 101","08/23/2006 - 12/05/2006","Lydia Gregoritsch","Tu 2:00PM - 4:00PM","Chemistry Bldg 402","08/23/2006 - 12/05/2006","","","","","","","","","Concepts of Ldrshp & Mgmnt","",Closed,10,10,0,"","In Person"
10030,AIRS,310,011X,Lecture,"3","Lydia Gregoritsch","TuTh 12:30PM - 1:45PM","Bryan Hall 328","08/23/2006 - 12/05/2006","Lydia Gregoritsch","Tu 2:00PM - 4:00PM","Chemistry Bldg 402","08/23/2006 - 12/05/2006","","","","","","","","","Concepts of Ldrshp & Mgmnt","",Closed,11,12,0,"","In Person"
10031,AIRS,410,00PY,Lecture,"3","George Dowdy","TuTh 8:00AM - 9:15AM","TBA","08/23/2006 - 12/05/2006","George Dowdy","Tu 2:00PM - 4:00PM","Chemistry Bldg 402","08/23/2006 - 12/05/2006","","","","","","","","","National Security Forces I","",Closed,1,7,0,"","In Person"
10032,AIRS,410,02P3,Lecture,"3","George Dowdy","TuTh 12:30PM - 1:45PM","Bryan Hall 310","08/23/2006 - 12/05/2006","George Dowdy","Tu 2:00PM - 4:00PM","Chemistry Bldg 402","08/23/2006 - 12/05/2006","","","","","","","","","National Security Forces I","",Closed,11,15,0,"","In Person"
10033,ALAR,651,024K,Lecture,"1","Jeana Ripple","Th 7:00PM - 9:45PM","Campbell Hall 105","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Studio Workshop","",Closed,12,25,0,"","In Person"
10034,ALAR,651,048T,Lecture,"1","Dean Abernathy","Th 7:00PM - 9:00PM","Campbell Hall 105","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Studio Workshop","",Closed,19,20,0,"","In Person"
10035,ALAR,821,02PQ,Seminar,"3","William Sherman","We 1:00PM - 1:50PM","Campbell Hall 108","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Design Research Seminar","",Closed,11,25,0,"","In Person"
10001,AM,602,00XX,Lecture,"3","Hilary Bart-Smith, ","TuTh 9:30AM - 10:45AM","Olsson Hall 005","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Continuum Mechanics W/Applctns","",Closed,3,4,0,"","In Person"
10040,AMST,201,04TK,Lecture,"3","Sylvia Chong","TuTh 5:00PM - 6:15PM","Clemons Library 201","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Maj Wrks for American Stds","",Closed,21,30,0,"","In Person"
10041,AMST,201,056M,Lecture,"3","Ashley Williams","MoWeFr 1:00PM - 1:50PM","Cauthen House 134","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Maj Wrks for American Stds","",Closed,20,25,0,"","In Person"
10042,AMST,301,03GU,Lecture,"3","Eric Lott","TuTh 2:00PM - 3:15PM","Bryan Hall 334","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Intro to American Stds Major","",Closed,16,15,0,"","In Person"
10043,AMST,301,03T3,Lecture,"3","Sylvia Chong","TuTh 2:00PM - 3:15PM","Clemons Library 322B","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Intro to American Stds Major","",Closed,16,15,0,"","In Person"
10044,AMST,401,03W6,Seminar,"3","Ruth Hill","MoWe 2:00PM - 3:15PM","Bryan Hall 334","08/23/2006 - 12/05/2006","","","","","","","","","","","","","4th Yr Sem in American Stds","",Closed,5,15,0,"","In Person"
10046,AMST,401,04NG,Seminar,"3","Christian McMillen","Mo 3:30PM - 6:00PM","Bryan Hall 310","08/23/2006 - 12/05/2006","","","","","","","","","","","","","4th Yr Sem in American Stds","",Closed,12,10,0,"","In Person"
10045,AMST,401,0340,Seminar,"3","Robert Kolker","MoWe 1:00PM - 3:30PM","TBA","08/23/2006 - 12/05/2006","","","","","","","","","","","","","4th Yr Sem in American Stds","",Closed,10,15,0,"","In Person"
10047,AMST,493,0522,Independent Study,"3","Staff","TBA","TBA","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Independent Study","",Closed,4,10,0,"","In Person"
10048,ANTH,101,02U5,Lecture,"3","Kent Wayland","MoWeFr 9:00AM - 9:50AM","New Cabell Hall 345","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Introduction to Anthropology","",Closed,62,60,0,"","In Person"
10049,ANTH,101,056S,Lecture,"3","Kent Wayland","MoWeFr 12:00PM - 12:50PM","Gilmer Hall 141","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Introduction to Anthropology","",Closed,64,60,0,"","In Person"
10050,ANTH,223,03BG,Lecture,"3","Roy Wagner","TuTh 9:30AM - 10:45AM","Mcleod Hall 1020","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Fantasy and Social Values","",Closed,302,300,0,"","In Person"
10051,ANTH,228,01TU,Lecture,"3","Wende Marshall","TuTh 11:00AM - 12:15PM","Mcleod Hall 1020","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Intro to Medical Anthropology","",Closed,107,120,0,"","In Person"
10052,ANTH,230,0324,Lecture,"3","Nicolas Sihle","TuTh 12:30PM - 1:45PM","New Cabell Hall 345","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Buddhism in Asian Socs","",Closed,51,60,0,"","In Person"
10053,ANTH,242,00CP,Lecture,"3","Ellen Contini-Morava","MoWe 10:00AM - 10:50AM","Ruffner Hall G004A","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Language and Gender","",Closed,116,120,0,"","In Person"
10054,ANTH,242,5710,Lecture,"3","Ellen Contini-Morava","MoWe 10:00AM - 10:50AM","Ruffner Hall G004A","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Language and Gender","",Closed,1,1,0,"","In Person"
10056,ANTH,245,0560,Lecture,"3","Nona Moskowitz","TuTh 3:30PM - 4:45PM","Clark Hall 102","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Lang & Cult in the Classroom","",Closed,32,35,0,"","In Person"
10055,ANTH,245,5672,Lecture,"3","Nona Moskowitz","TuTh 3:30PM - 4:45PM","Clark Hall 102","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Lang & Cult in the Classroom","",Closed,1,1,0,"","In Person"
10057,ANTH,260,0224,Lecture,"3","H Seneviratne","TuTh 2:00PM - 3:15PM","New Cabell Hall 423","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Intro to Civilization of India","",Closed,30,30,0,"","In Person"
10058,ANTH,280,01DN,Lecture,"3","Elizabeth Arkush","TuTh 12:30PM - 1:45PM","Maury Hall 209","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Introduction to Archaeology","",Closed,113,120,0,"","In Person"
10059,ANTH,301,03B7,Lecture,"4","Susan McKinnon","TuTh 9:30AM - 10:45AM","Ruffner Hall G004B","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Theory/History Anthropology","",Closed,48,60,0,"","In Person"
10060,ANTH,316,056Q,Lecture,"3","Pamela Lim","MoWe 3:30PM - 4:45PM","New Cabell Hall 123","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Questions of Identity","",Closed,26,35,0,"","In Person"
10061,ANTH,317,03WQ,Lecture,"3","Edward Abse","We 5:00PM - 7:30PM","Clemons Library 322A","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Visual Anthropology","",Closed,22,26,0,"","In Person"
10062,ANTH,326,02UQ,Lecture,"4","Ira Bashkow","TuTh 11:00AM - 12:15PM","Physics Bldg 204","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Globalization and Development","",Closed,115,120,0,"","In Person"
10063,ANTH,326,5653,Lecture,"4","Ira Bashkow","TuTh 11:00AM - 12:15PM","Physics Bldg 204","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Globalization and Development","",Closed,1,1,0,"","In Person"
10064,ANTH,332,004D,Lecture,"3","Edith Turner","TuTh 2:00PM - 3:15PM","New Cabell Hall B026","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Shamanism, Healing and Ritual","",Closed,29,17,0,"","In Person"
10065,ANTH,347,0261,Lecture,"3","Daniel Lefkowitz","MoWe 2:00PM - 2:50PM","New Cabell Hall 345","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Language & Cult Middle East","",Closed,23,30,0,"","In Person"
10067,ANTH,348,00ZT,Lecture,"3","Eve Danziger","MoWe 11:00AM - 11:50AM","New Cabell Hall 345","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Language and Prehistory","",Closed,57,60,0,"","In Person"
10066,ANTH,348,5833,Lecture,"3","Eve Danziger","MoWe 11:00AM - 11:50AM","New Cabell Hall 345","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Language and Prehistory","",Closed,1,1,0,"","In Person"
10068,ANTH,350,01E5,Lecture,"3","Ravindra Khare","Tu 3:30PM - 6:00PM","New Cabell Hall 340","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Readings in Ethnography","",Closed,19,20,0,"","In Person"
10069,ANTH,351,0564,Lecture,"3","Scott Johnsen","MoWe 2:00PM - 3:15PM","Mcleod Hall 2008","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Indonesia:Natnlsm Relg Mvmnts","",Closed,13,25,0,"","In Person"
10070,ANTH,351,5882,Lecture,"3","Scott Johnsen","MoWe 2:00PM - 3:15PM","Mcleod Hall 2008","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Indonesia:Natnlsm Relg Mvmnts","",Closed,1,1,0,"","In Person"
10071,ANTH,352,00H9,Lecture,"3","George Mentore","TuTh 3:30PM - 4:45PM","New Cabell Hall 345","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Amazonian Peoples","",Closed,57,60,0,"","In Person"
10072,ANTH,352,5942,Lecture,"3","George Mentore","TuTh 3:30PM - 4:45PM","New Cabell Hall 345","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Amazonian Peoples","",Closed,1,1,0,"","In Person"
10073,ANTH,355,0262,Lecture,"3","Frederick Damon","MoWe 11:00AM - 11:50AM","Ruffner Hall G004C","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Anth Everyday American Life","",Closed,57,60,0,"","In Person"
10074,ANTH,355,5514,Lecture,"3","Frederick Damon","MoWe 11:00AM - 11:50AM","Ruffner Hall G004C","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Anth Everyday American Life","",Closed,1,1,0,"","In Person"
10075,ANTH,377,0487,Lecture,"3","Stephen Plog","TuTh 11:00AM - 12:15PM","New Cabell Hall 247","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Emergence of Social Inequality","",Closed,13,15,0,"","In Person"
10076,ANTH,387,02FU,Lecture,"3","Jeffrey Hantman","TuTh 2:00PM - 3:15PM","Minor Hall 130","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Archaeology of Virginia","",Closed,27,35,0,"","In Person"
10077,ANTH,396,056R,Lecture,"3","Sue McCarty","TuTh 12:30PM - 1:45PM","Wilson Hall 141A","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Archaeologies of the Silk Road","",Closed,15,15,0,"","In Person"
10078,ANTH,401A,01R9,Lecture,"3","Ravindra Khare","We 2:00PM - 4:30PM","New Cabell Hall 215","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Politics of the Past","",Closed,14,15,0,"","In Person"
10080,ANTH,401C,04XA,Lecture,"3","Daniel Lefkowitz","TuTh 12:30PM - 1:45PM","Bryan Hall 334","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Anthro Issues in Japan","",Closed,16,15,0,"","In Person"
10079,ANTH,401C,5516,Lecture,"3","Daniel Lefkowitz","TuTh 12:30PM - 1:45PM","Bryan Hall 334","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Anthro Issues in Japan","",Closed,2,2,0,"","In Person"
10081,ANTH,401D,01MR,Independent Study,"3","Stephen Plog","Mo 2:00PM - 4:30PM","New Cabell Hall 426","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Sr Sm Evol Pueblo Social Org","",Closed,6,15,0,"","In Person"
10082,ANTH,496,009H,Independent Study,"1 - 6","Staff","TBA","TBA","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Indep Study in Anthropology","",Closed,7,25,0,"","In Person"
10083,ANTH,496,085G,Independent Study,"1 - 6","Staff","TBA","TBA","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Indep Study in Anthropology","",Closed,1,25,0,"","In Person"
10084,ANTH,497,019F,Independent Study,"3","Staff","TBA","TBA","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Distinguished Majors Thesis","",Closed,10,25,0,"","In Person"
10085,ANTH,520,032X,Lecture,"3","Susan McKinnon","Th 4:00PM - 6:30PM","New Cabell Hall 331","08/23/2006 - 12/05/2006","","","","","","","","","","","","","History of Kinship Studies","",Closed,7,20,0,"","In Person"
10086,ANTH,529A,034U,Lecture,"3","H Seneviratne","Mo 5:00PM - 7:30PM","New Cabell Hall 130","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Subalterns & Postcolonialism","",Closed,6,20,0,"","In Person"
10087,ANTH,529B,03WK,Lecture,"3","Nicolas Sihle","We 5:00PM - 7:30PM","New Cabell Hall 331","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Topics Anth Religion","",Closed,4,15,0,"","In Person"
10089,ANTH,543,03MM,Lecture,"3","J Sapir","MoWe 3:30PM - 4:45PM","Brooks Hall 310","08/23/2006 - 12/05/2006","","","","","","","","","","","","","African Language Structures","",Closed,7,10,0,"","In Person"
10088,ANTH,543,5638,Lecture,"3","J Sapir","MoWe 3:30PM - 4:45PM","Brooks Hall 310","08/23/2006 - 12/05/2006","","","","","","","","","","","","","African Language Structures","",Closed,1,1,0,"","In Person"
10090,ANTH,549A,01XB,Lecture,"3","Eve Danziger","TuTh 2:00PM - 3:15PM","New Cabell Hall 236","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Speech Play & Verbal Art","",Closed,14,20,0,"","In Person"
10091,ANTH,549A,5807,Lecture,"3","Eve Danziger","TuTh 2:00PM - 3:15PM","New Cabell Hall 236","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Speech Play & Verbal Art","",Closed,1,1,0,"","In Person"
10092,ANTH,552,085X,Lecture,"3","Eve Danziger","TBA","TBA","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Topics in Ethnology Latin Am","",Closed,1,10,0,"","In Person"
10093,ANTH,554,085D,Lecture,"3","J Sapir","TBA","TBA","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Topics in Ethnology of Africa","",Closed,2,10,0,"","In Person"
10094,ANTH,577,012R,Lecture,"3","Roy Wagner","TuTh 12:30PM - 1:45PM","New Cabell Hall 234","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Cultural Inventories","",Closed,20,20,0,"","In Person"
10095,ANTH,585B,04ZD,Lecture,"3","Fraser Neiman","We 4:30PM - 7:00PM","Campbell Hall 108","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Methods in Hist Archaeology","",Closed,1,5,0,"","In Person"
10096,ANTH,589A,0327,Lecture,"3","Elizabeth Arkush","Tu 3:30PM - 6:00PM","New Cabell Hall 426","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Warfare and Society","",Closed,6,15,0,"","In Person"
10097,ANTH,701,01MC,Lecture,"3","Richard Handler","MoWe 2:00PM - 3:15PM","New Cabell Hall 520","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Hist of Anthropological Thry","",Closed,7,15,0,"","In Person"
10098,ANTH,703,03HN,Lecture,"3","Peter Metcalf","MoWe 2:00PM - 3:15PM","Brooks Hall 300","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Anthropological Monographs","",Closed,9,15,0,"","In Person"
10099,ANTH,708,026C,Lecture,"3","Jeffrey Hantman","MoWe 3:30PM - 4:45PM","New Cabell Hall B029","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Archaeological Method & Theory","",Closed,13,15,0,"","In Person"
10100,ANTH,726,03RM,Lecture,"3","Ira Bashkow","Tu 5:00PM - 7:30PM","New Cabell Hall 521A","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Theories Globalization & Cult","",Closed,11,10,0,"","In Person"
10101,ANTH,738,03QR,Lecture,"3","Mohammed Oliver, ","Tu 2:00PM - 4:30PM","Mcleod Hall 2006","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Soc Prod Health & Disease","",Closed,12,9,0,"","In Person"
10102,ANTH,747,0543,Lecture,"3","Daniel Lefkowitz","MoWe 2:00PM - 2:50PM","New Cabell Hall 345","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Language & Cult Middle East","",Closed,2,5,0,"","In Person"
10103,ANTH,777,01R3,Lecture,"3","Stephen Plog","TuTh 11:00AM - 12:15PM","New Cabell Hall 247","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Emergence of Social Inequality","",Closed,2,5,0,"","In Person"
10104,ANTH,787,0608,Lecture,"3","Jeffrey Hantman","TuTh 2:00PM - 3:15PM","Minor Hall 130","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Archaeology of Virginia","",Closed,1,5,0,"","In Person"
10105,ANTH,897,02F1,Independent Study,"3 - 12","Staff","TBA","TBA","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Non-Topical Research","",Closed,9,50,0,"","In Person"
10106,ANTH,898,01P5,Independent Study,"3 - 12","Staff","TBA","TBA","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Non-Topical Research","",Closed,3,30,0,"","In Person"
10107,ANTH,901,007E,Independent Study,"1 - 6","Staff","TBA","TBA","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Directed Readings","",Closed,1,25,0,"","In Person"
10108,ANTH,902,00PH,Independent Study,"1 - 6","Staff","TBA","TBA","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Directed Readings","",Closed,3,25,0,"","In Person"
10109,ANTH,997,02YB,Independent Study,"3 - 12","Staff","TBA","TBA","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Non-Topical Research","",Closed,13,30,0,"","In Person"
10110,ANTH,999,018V,Independent Study,"3 - 12","Staff","TBA","TBA","08/23/2006 - 12/05/2006","","","","","","","","","","","","","Non-Topical Research","",Closed,20,25,0,"","In Person"
10112,APMA,109,00CA,Lecture,"4","William Johnson","MoWeFr 10:00AM - 10:50AM","Thornton Hall E316","08/23/2006 - 12/05/2006","William Johnson","Tu 8:30AM - 9:20AM","Mechanical Engr Bldg 339","08/23/2006 - 12/05/2006","","","","","","","","","Single Variable Calculus I","",Closed,47,40,0,"","In Person"
10113,APMA,109,01TD,Lecture,"4","Mary Beck","MoWeFr 11:00AM - 11:50AM","Olsson Hall 120","08/23/2006 - 12/05/2006","Mary Beck","Th 8:30AM - 9:20AM","Mechanical Engr Bldg 205","08/23/2006 - 12/05/2006","","","","","","","","","Single Variable Calculus I","",Closed,42,40,0,"","In Person"
10111,APMA,109,02YY,Lecture,"4","Mary Beck","MoWeFr 9:00AM - 9:50AM","Olsson Hall 005","08/23/2006 - 12/05/2006","Mary Beck","Th 8:30AM - 9:20AM","Mechanical Engr Bldg 205","08/23/2006 - 12/05/2006","","","","","","","","","Single Variable Calculus I","",Closed,25,40,0,"","In Person"
10114,APMA,109,03TC,Lecture,"4","Gang Tao","MoWeFr 12:00PM - 12:50PM","Thornton Hall E316","08/23/2006 - 12/05/2006","Gang Tao","Tu 8:30AM - 9:20AM","Thornton Hall E316","08/23/2006 - 12/05/2006","","","","","","","","","Single Variable Calculus I","",Closed,24,40,0,"","In Person"
10117,APMA,111,00DC,Lecture,"4","Matthew Neurock","MoWeFr 10:00AM - 10:50AM","Mechanical Engr Bldg 339","08/23/2006 - 12/05/2006","Matthew Neurock","Tu 8:30AM - 9:20AM","Chemical Engineering Bldg 005","08/23/2006 - 12/05/2006","","","","","","","","","Single Variable Calculus II","",Closed,49,55,0,"","In Person"
10120,APMA,111,00H2,Lecture,"4","Mary Beck","MoWeFr 12:00PM - 12:50PM","Thornton Hall E303","08/23/2006 - 12/05/2006","Mary Beck","Tu 8:30AM - 9:20AM","Mechanical Engr Bldg 205","08/23/2006 - 12/05/2006","","","","","","","","","Single Variable Calculus II","",Closed,50,55,0,"","In Person"
10116,APMA,111,02G1,Lecture,"4","Jinkui Wan, ","MoWeFr 12:00PM - 12:50PM","Olsson Hall 011","08/23/2006 - 12/05/2006","Jinkui Wan, ","Tu 8:30AM - 9:20AM","Olsson Hall 011","08/23/2006 - 12/05/2006","","","","","","","","","Single Variable Calculus II","",Closed,46,55,0,"","In Person"
10118,APMA,111,02U6,Lecture,"4","Jason McCarty, ","MoWeFr 10:00AM - 10:50AM","Thornton Hall E303","08/23/2006 - 12/05/2006","Jason McCarty, ","Tu 8:30AM - 9:20AM","Thornton Hall E303","08/23/2006 - 12/05/2006","","","","","","","","","Single Variable Calculus II","",Closed,53,55,0,"","In Person"
