ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description,Instruction Mode
10004,AAS,102,020C,Lecture,"4","Kenrick Grandison, ","TuTh 12:30PM - 1:45PM","Ruffner Hall G004A","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Crosscurrents African Diaspora","",Closed,104,118,0,"","In Person"
10005,AAS,307,00MH,Lecture,"3","Roquinaldo Ferreira","TuTh 12:30PM - 1:45PM","New Cabell Hall 311","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Afro-Brazilian History","",Closed,15,15,0,"","In Person"
10006,AAS,351,051E,Lecture,"3","Jalane Schmidt","TuTh 9:30AM - 10:45AM","Halsey Hall 123","01/16/2008 - 04/29/2008","","","","","","","","","","","","","A-A Social & Pol Thought","",Closed,4,5,0,"","In Person"
10007,AAS,401,01SZ,Independent Study,"1 - 12","Staff","TBA","TBA","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Independent Study","",Closed,4,10,0,"","In Person"
10008,AAS,402,051F,Independent Study,"3","Roquinaldo Ferreira","Th 3:30PM - 6:00PM","New Cabell Hall 236","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Independent Study","",Closed,3,6,0,"","In Person"
10009,AAS,403Z,604J,Lecture,"3","Maurice Cox, ","MoTuWeThFr 8:30AM - 7:30PM","TBA","01/02/2008 - 01/13/2008","","","","","","","","","","","","","Community as a Classroom","",Closed,6,15,0,"","In Person"
10010,AAS,406A,00NQ,Lecture,"3","Edwina Ashie-Nikoi","Mo 3:30PM - 6:00PM","Bryan Hall 310","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Mapping Race Place & Diaspora","",Closed,9,12,0,"","In Person"
10011,AAS,406B,00NR,Lecture,"3","Kenrick Grandison","Tu 6:30PM - 9:00PM","Bryan Hall 332","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Lynching/Anti-Lynching","",Closed,8,12,0,"","In Person"
10012,AAS,406C,01B7,Lecture,"3","Julian Hayter","Tu 3:30PM - 6:00PM","New Cabell Hall 432","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Af-Am Protest 20th C","",Closed,15,12,0,"","In Person"
10013,AAS,406D,01B3,Lecture,"3","Todd Cleveland","Th 3:30PM - 6:00PM","New Cabell Hall 234","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Marx Politics & Theology","",Closed,14,12,0,"","In Person"
10014,AAS,451,01GK,Independent Study,"3","Staff","TBA","TBA","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Directed Research/Dmp","",Closed,0,10,0,"","In Person"
10015,AAS,452,01HG,Independent Study,"3","Staff","TBA","TBA","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Thesis/Dmp","",Closed,2,10,0,"","In Person"
10016,AAS,528,051G,Lecture,"3","Wende Marshall","We 7:00PM - 9:30PM","Cauthen House 116","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Sci & Med:Tops Race Theory","",Closed,3,5,0,"","In Person"
10017,ACCT,201,6701,Lecture,"3","Marshall Kasten","Tu 7:00PM - 10:00PM","TBA","01/29/2008 - 05/06/2008","","","","","","","","","","","","","Introductory Accounting I","",Closed,30,35,0,"","In Person"
10018,ACCT,202,6702,Lecture,"3","David Capitano","Mo 6:30PM - 9:30PM","TBA","01/28/2008 - 05/05/2008","","","","","","","","","","","","","Introductory Accounting II","",Open,15,24,0,"","In Person"
10019,ACCT,311,6703,Lecture,"3","Noah Kaufman","Mo 6:30PM - 9:30PM","TBA","01/28/2008 - 05/05/2008","","","","","","","","","","","","","Intermediate Accounting I","",Closed,20,30,0,"","In Person"
10020,ACCT,312,6003,Lecture,"3","Rebecca Adams","Th 6:00PM - 9:00PM","TBA","01/31/2008 - 05/15/2008","","","","","","","","","","","","","Intermediate Accounting II","",Closed,5,20,0,"","In Person"
10021,ACCT,312,6704,Lecture,"3","Cory Kirchert","Th 6:30PM - 9:30PM","TBA","01/31/2008 - 05/08/2008","","","","","","","","","","","","","Intermediate Accounting II","",Open,18,24,0,"","In Person"
10022,ACCT,314,6705,Lecture,"3","William Cardine","Tu 6:30PM - 9:30PM","TBA","01/29/2008 - 05/06/2008","","","","","","","","","","","","","Cost Accounting","",Closed,15,24,0,"","In Person"
10023,ACCT,445W,6706,Lecture,"3","Gary Dittmer","MoTuWeThFrSa 1:00AM - 11:59PM","TBA","01/28/2008 - 05/09/2008","","","","","","","","","","","","","Federal Taxation I","",Open,19,24,0,"","In Person"
10024,ACCT,521,6707,Lecture,"3","Karen Young","Th 6:30PM - 9:30PM","TBA","01/31/2008 - 05/08/2008","","","","","","","","","","","","","Introductory Auditing","",Open,19,24,0,"","In Person"
10025,ACCT,525,6708,Lecture,"3","Karen Young","We 6:30PM - 9:30PM","TBA","01/30/2008 - 05/07/2008","","","","","","","","","","","","","Advanced Auditing","",Closed,5,24,0,"","In Person"
10026,ACCT,531,6709,Lecture,"3","Molly Parker","Mo 6:30PM - 9:30PM","TBA","01/28/2008 - 05/05/2008","","","","","","","","","","","","","Topics in Advanced Accounting","",Closed,10,24,0,"","In Person"
10027,ACCT,533,6710,Lecture,"3","Richard Evans","We 6:30PM - 9:30PM","TBA","01/30/2008 - 05/07/2008","","","","","","","","","","","","","Acct for Non-Bus Organizations","",Closed,0,0,0,"","In Person"
10028,ACCT,546,6711,Lecture,"3","Thomas Hughes","We 6:30PM - 9:30PM","TBA","01/30/2008 - 05/07/2008","","","","","","","","","","","","","Federal Taxation II","",Open,17,24,0,"","In Person"
10029,AIRS,120,01K7,Lecture,"1","Ryan Taylor","Tu 4:00PM - 4:50PM","Mcleod Hall 2008","01/16/2008 - 04/29/2008","Ryan Taylor","Tu 3:30PM - 5:30PM","Mechanical Engr Bldg 205","01/16/2008 - 04/29/2008","","","","","","","","","The Air Force Today","",Closed,4,20,0,"","In Person"
10030,AIRS,120,02T8,Lecture,"1","Kevin Plourde","Tu 1:00PM - 1:50PM","Astronomy Bldg 139","01/16/2008 - 04/29/2008","Kevin Plourde","Tu 3:30PM - 5:30PM","Mechanical Engr Bldg 205","01/16/2008 - 04/29/2008","","","","","","","","","The Air Force Today","",Closed,9,20,0,"","In Person"
10031,AIRS,120,05RW,Lecture,"1","Daniel Doty","Th 2:00PM - 2:50PM","Astronomy Bldg 139","01/16/2008 - 04/29/2008","Daniel Doty","Tu 3:30PM - 5:30PM","Mechanical Engr Bldg 205","01/16/2008 - 04/29/2008","","","","","","","","","The Air Force Today","",Closed,9,20,0,"","In Person"
10032,AIRS,220,02EQ,Lecture,"1","Ryan Taylor","Tu 1:00PM - 1:50PM","Mcleod Hall 1004","01/16/2008 - 04/29/2008","Ryan Taylor","Tu 3:30PM - 5:30PM","Mechanical Engr Bldg 205","01/16/2008 - 04/29/2008","","","","","","","","","Development of Air Power","",Closed,10,10,0,"","In Person"
10033,AIRS,220,04WA,Lecture,"1","Ryan Taylor","Th 3:00PM - 3:50PM","Astronomy Bldg 139","01/16/2008 - 04/29/2008","Ryan Taylor","Tu 3:30PM - 5:30PM","Mechanical Engr Bldg 205","01/16/2008 - 04/29/2008","","","","","","","","","Development of Air Power","",Closed,13,25,0,"","In Person"
10034,AIRS,320,0213,Lecture,"3","Kevin Plourde","TuTh 4:00PM - 5:15PM","Bryan Hall 328","01/16/2008 - 04/29/2008","Kevin Plourde","Tu 3:30PM - 5:30PM","Mechanical Engr Bldg 205","01/16/2008 - 04/29/2008","","","","","","","","","Concepts of Ldrshp & Mgmnt","",Closed,9,21,0,"","In Person"
10036,AIRS,420,04BS,Lecture,"3","Daniel Doty","TuTh 12:30PM - 1:45PM","Ruffner Hall G004C","01/16/2008 - 04/29/2008","Daniel Doty","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","01/16/2008 - 04/29/2008","","","","","","","","","National Security Forces II","",Closed,10,20,0,"","In Person"
10035,AIRS,420,05RX,Lecture,"3","Daniel Doty","TuTh 8:00AM - 9:15AM","Bryan Hall 328","01/16/2008 - 04/29/2008","Daniel Doty","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","01/16/2008 - 04/29/2008","","","","","","","","","National Security Forces II","",Closed,10,15,0,"","In Person"
10037,ALAR,702,02RK,Independent Study,"6","Staff","MoWeFr 2:00PM - 6:00PM","Campbell Hall 401","01/16/2008 - 04/29/2008","Staff","MoWeFr 1:00PM - 5:45PM","Campbell Hall Exbb","01/16/2008 - 04/29/2008","","","","","","","","","Design Research Studio I","",Closed,40,60,0,"","In Person"
10038,ALAR,802,03HD,Independent Study,"6","Staff","MoWeFr 2:00PM - 6:00PM","Campbell Hall 401","01/16/2008 - 04/29/2008","Staff","MoWeFr 1:00PM - 6:00PM","Campbell Hall 302","01/16/2008 - 04/29/2008","","","","","","","","","Design Research Studio II","",Closed,26,50,0,"","In Person"
10039,ALAR,806,00VM,Lecture,"6","William Morrish","MoWeFr 2:00PM - 6:00PM","Campbell Hall 401","01/16/2008 - 04/29/2008","William Morrish","MoWe 1:00PM - 6:00PM","Campbell Hall 105","01/16/2008 - 04/29/2008","","","","","","","","","Urbanism Design Studio","",Closed,8,10,0,"","In Person"
10040,ALAR,808,0533,Independent Study,"6","Craig Barton","MoWeFr 2:00PM - 6:00PM","Campbell Hall 401","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Independent Design Rsch Studio","",Closed,13,15,0,"","In Person"
10001,AM,631,003B,Lecture,"3","Houston Wood","TBA","TBA","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Fluid Mechanics I","",Closed,0,5,0,"","In Person"
10002,AM,714,0186,Lecture,"3","Niall Horgan","MoWe 3:30PM - 4:45PM","Thornton Hall D223","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Nonlinear Elasticity Theory","",Closed,6,25,0,"","In Person"
10003,AM,999,0209,Independent Study,"3 - 12","Staff","TBA","TBA","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Research","",Closed,1,25,0,"","In Person"
10041,AMST,201A,04EA,Lecture,"3","Robert Kolker","We 1:00PM - 3:30PM","Clemons Library 322A","01/16/2008 - 04/29/2008","","","","","","","","","","","","","History of American Film","",Closed,17,20,0,"","In Person"
10043,AMST,201B,043P,Lecture,"3","Ashley Williams","TuTh 5:00PM - 6:15PM","Clark Hall 101","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Chinese Am Lang, Id, & Culture","",Closed,11,30,0,"","In Person"
10042,AMST,201B,552W,Lecture,"3","Ashley Williams","TuTh 5:00PM - 6:15PM","Clark Hall 101","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Chinese Am Lang, Id, & Culture","",Closed,1,1,0,"","In Person"
10044,AMST,201C,05T3,Lecture,"3","Anna Brickhouse","TuTh 11:00AM - 12:15PM","Minor Hall 130","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Transamerican Encounters","",Closed,33,35,0,"","In Person"
10045,AMST,201D,05T4,Lecture,"3","Adam Waterman","MoWe 3:30PM - 4:45PM","Clark Hall 102","01/16/2008 - 04/29/2008","","","","","","","","","","","","","American Gothic","",Closed,36,35,0,"","In Person"
10046,AMST,201E,05T5,Lecture,"3","Daniel Chavez","TuTh 12:30PM - 1:45PM","Clemons Library 322B","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Intro to Latino Studies","",Closed,29,30,0,"","In Person"
10047,AMST,302A,019R,Lecture,"3","Adam Waterman","TuTh 11:00AM - 12:15PM","Clemons Library 322B","01/16/2008 - 04/29/2008","","","","","","","","","","","","","American Studies Sem (Part II)","",Closed,17,15,0,"","In Person"
10048,AMST,302B,04W3,Lecture,"3","Adam Waterman","TuTh 2:00PM - 3:15PM","Clemons Library 322B","01/16/2008 - 04/29/2008","","","","","","","","","","","","","American Studies Sem (Part II)","",Closed,12,15,0,"","In Person"
10049,AMST,401,056M,Seminar,"3","Maurie McInnis","Th 1:00PM - 3:30PM","Fayerweather Hall 215","01/16/2008 - 04/29/2008","","","","","","","","","","","","","4th Yr Sem in American Stds","",Closed,2,6,0,"","In Person"
10050,AMST,401A,019Y,Lecture,"3","Carmenita Higginbotham","MoWe 1:00PM - 3:30PM","Clemons Library 322B","01/16/2008 - 04/29/2008","","","","","","","","","","","","","American Orientalism & War Flm","",Closed,13,15,0,"","In Person"
10051,AMST,453,04PP,Independent Study,"3","Staff","TBA","TBA","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Ind Stdy:Asian Pacific Am Stds","",Closed,1,5,0,"","In Person"
10052,AMST,494,0017,Independent Study,"3","Grace Hale","We 3:00PM - 5:30PM","Pavilion V 109","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Independent Study","",Closed,9,10,0,"","In Person"
10054,ANTH,101,04P1,Lecture,"3","Richard Handler","TuTh 2:00PM - 3:15PM","Chemistry Bldg 402","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Introduction to Anthropology","",Closed,242,240,0,"","In Person"
10053,ANTH,101,5612,Lecture,"3","Richard Handler","TuTh 2:00PM - 3:15PM","Chemistry Bldg 402","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Introduction to Anthropology","",Closed,1,1,0,"","In Person"
10055,ANTH,101D,04P2,Discussion,"1","Anthony Lopez","Th 5:00PM - 5:50PM","New Cabell Hall 222","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Intro Anth Disc","",Closed,5,20,0,"","In Person"
10056,ANTH,101D,04P3,Discussion,"1","Anthony Lopez","Th 6:00PM - 6:50PM","New Cabell Hall 338","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Intro Anth Disc","",Closed,7,20,0,"","In Person"
10057,ANTH,101D,04P4,Discussion,"1","Jason Hickel","Th 5:00PM - 5:50PM","Clark Hall G054","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Intro Anth Disc","",Closed,15,20,0,"","In Person"
10058,ANTH,101D,04P5,Discussion,"1","Jason Hickel","We 5:00PM - 5:50PM","Physics Bldg 205","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Intro Anth Disc","",Closed,12,20,0,"","In Person"
10059,ANTH,101D,04P6,Discussion,"1","Anthony Lopez","Mo 12:00PM - 12:50PM","New Cabell Hall 338","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Intro Anth Disc","",Open,16,20,0,"","In Person"
10060,ANTH,101D,04P7,Discussion,"1","Jason Hickel","We 4:00PM - 4:50PM","Physics Bldg 205","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Intro Anth Disc","",Closed,13,20,0,"","In Person"
10061,ANTH,216Z,00AH,Lecture,"3","Samuel Parker","MoTuWeThFr 12:00AM - 12:00AM","TBA","01/23/2008 - 05/09/2008","","","","","","","","","","","","","Cultural Tourism","",Closed,35,35,0,"","In Person"
10062,ANTH,222,057Q,Lecture,"3","H Seneviratne","TuTh 2:00PM - 3:15PM","New Cabell Hall 222","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Buddhism","",Closed,30,30,0,"","In Person"
10064,ANTH,236,00YT,Lecture,"3","Roy Wagner","TuTh 9:30AM - 10:45AM","Maury Hall 209","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Don Juan and Castaneda","",Closed,252,240,0,"","In Person"
10063,ANTH,236,5796,Lecture,"3","Roy Wagner","TuTh 9:30AM - 10:45AM","Maury Hall 209","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Don Juan and Castaneda","",Closed,2,2,0,"","In Person"
10066,ANTH,254,00RC,Lecture,"3","George Mentore","TuTh 5:00PM - 6:15PM","Minor Hall 125","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Anthropology of God","",Closed,115,180,0,"","In Person"
10065,ANTH,254,5749,Lecture,"3","George Mentore","TuTh 5:00PM - 6:15PM","Minor Hall 125","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Anthropology of God","",Closed,2,2,0,"","In Person"
10067,ANTH,255,00SJ,Lecture,"3","Sherrilynn Colby-Bottel","MoTuWeThFr 9:00AM - 12:00PM","Minor Hall 130","01/02/2008 - 01/11/2008","Sherrilynn Colby-Bottel","MoTuWeThFr 1:30PM - 3:30PM","Minor Hall 130","01/02/2008 - 01/11/2008","","","","","","","","","Anthropology of Music","",Closed,23,25,0,"","In Person"
10068,ANTH,255,60CJ,Lecture,"3","Sherrilynn Colby-Bottel","MoTuWeThFr 9:00AM - 12:00PM","Minor Hall 130","01/02/2008 - 01/11/2008","Sherrilynn Colby-Bottel","MoTuWeThFr 1:30PM - 3:30PM","Minor Hall 130","01/02/2008 - 01/11/2008","","","","","","","","","Anthropology of Music","",Closed,2,10,0,"","In Person"
10069,ANTH,256,05UA,Lecture,"3","Felistas Osotsi","MoWe 2:00PM - 3:15PM","New Cabell Hall 119","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Peoples and Cultures of Africa","",Closed,34,35,0,"","In Person"
10070,ANTH,258,059K,Lecture,"3","Holly Singh","MoWe 3:30PM - 4:45PM","New Cabell Hall 118","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Fertility and the Future","",Closed,24,25,0,"","In Person"
10071,ANTH,261Z,00DH,Lecture,"3","Samuel Parker","TBA","TBA","01/23/2008 - 05/09/2008","","","","","","","","","","","","","Orientals and Primitives","",Closed,6,35,0,"","In Person"
10072,ANTH,280Z,00EK,Lecture,"3","Sidsel Millerstrom","TBA","TBA","01/23/2008 - 05/09/2008","","","","","","","","","","","","","Intro to Archaeology","",Closed,24,35,0,"","In Person"
10073,ANTH,281,04QB,Lecture,"3","Jeffrey Hantman","MoWe 2:00PM - 3:15PM","New Cabell Hall 138","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Human Origins","",Closed,63,60,0,"","In Person"
10074,ANTH,282,00X4,Lecture,"3","Patricia Wattenmaker","TuTh 12:30PM - 1:45PM","Gilmer Hall 141","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Rise of Civilization","",Closed,56,60,0,"","In Person"
10076,ANTH,289,00TJ,Lecture,"3","Rachel Most","MoTuWeThFr 9:00AM - 11:30AM","Maury Hall 110","01/02/2008 - 01/11/2008","Rachel Most","MoTuWeThFr 12:30PM - 3:00PM","Maury Hall 110","01/02/2008 - 01/11/2008","","","","","","","","","Unearthing the Past","",Closed,21,30,0,"","In Person"
10075,ANTH,289,60AJ,Lecture,"3","Rachel Most","MoTuWeThFr 9:00AM - 11:30AM","New Cabell Hall 119","01/02/2008 - 01/11/2008","Rachel Most","MoTuWeThFr 12:30PM - 3:00PM","New Cabell Hall 119","01/02/2008 - 01/11/2008","","","","","","","","","Unearthing the Past","",Closed,2,5,0,"","In Person"
10077,ANTH,290,04PS,Lecture,"3","Susan McKinnon","MoWe 3:30PM - 4:20PM","Minor Hall 125","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Cult Pols of Am Fam Values","",Closed,146,180,0,"","In Person"
10078,ANTH,301,03BP,Lecture,"4","Mieka Brand","MoWe 2:00PM - 3:15PM","Ruffner Hall G004A","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Theory/History Anthropology","",Closed,50,60,0,"","In Person"
10079,ANTH,304,00A9,Lecture,"3","Pamela Lim","Tu 3:30PM - 6:00PM","New Cabell Hall 319","01/16/2008 - 04/29/2008","","","","","","","","","","","","","France in N Africa-N Afr in Fr","",Closed,18,20,0,"","In Person"
10080,ANTH,307,05UE,Lecture,"3","Jeffrey Hantman","TuTh 3:30PM - 4:45PM","New Cabell Hall 134","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Non-UVa Transfer/Test Credit","",Closed,30,35,0,"","In Person"
10081,ANTH,309,05T8,Lecture,"3","Abigail Holeman","TuTh 9:30AM - 10:45AM","New Cabell Hall 332","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Ritual/Power Prehistory","",Closed,20,25,0,"","In Person"
10082,ANTH,310,05T9,Lecture,"3","Carolyn Heitman","MoWeFr 10:00AM - 10:50AM","New Cabell Hall B030","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Prehist Houses in Context","",Closed,11,30,0,"","In Person"
10083,ANTH,311,05T7,Lecture,"3","Matthew Meyer","MoWeFr 9:00AM - 9:50AM","New Cabell Hall 430","01/16/2008 - 04/29/2008","","","","","","","","","","","","","""Savage"" Cinema","",Closed,10,30,0,"","In Person"
10084,ANTH,313,05UD,Lecture,"3","William Schroeder","TuTh 2:00PM - 3:15PM","New Cabell Hall B031","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Queer Anthropology","",Closed,37,35,0,"","In Person"
10085,ANTH,329,00DK,Lecture,"3","John Shepherd","TuTh 12:30PM - 1:45PM","New Cabell Hall 423","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Marrge, Mortality, & Fertility","",Closed,27,30,0,"","In Person"
10086,ANTH,329,5731,Lecture,"3","John Shepherd","TuTh 12:30PM - 1:45PM","New Cabell Hall 423","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Marrge, Mortality, & Fertility","",Closed,1,1,0,"","In Person"
10087,ANTH,334,00G7,Lecture,"3","Frederick Damon","MoWeFr 11:00AM - 11:50AM","New Cabell Hall 311","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Ecology & Society","",Closed,38,60,0,"","In Person"
10088,ANTH,334,5773,Lecture,"3","Frederick Damon","MoWeFr 11:00AM - 11:50AM","New Cabell Hall 311","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Ecology & Society","",Closed,1,1,0,"","In Person"
10089,ANTH,334D,00MK,Discussion,"1","Sheena Singh","Fr 10:00AM - 10:50AM","Ruffner Hall 173","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Ecology & Society Disc","",Closed,14,20,0,"","In Person"
10090,ANTH,334D,00MN,Discussion,"1","Sheena Singh","Fr 12:00PM - 12:50PM","Ruffner Hall 281","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Ecology & Society Disc","",Closed,17,20,0,"","In Person"
10092,ANTH,334D,06D4,Discussion,"1","Sheena Singh","Th 11:00AM - 11:50AM","Fayerweather Hall 215","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Ecology & Society Disc","",Closed,6,20,0,"","In Person"
10091,ANTH,334D,5774,Discussion,"1","Sheena Singh","Fr 12:00PM - 12:50PM","Ruffner Hall 281","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Ecology & Society Disc","",Closed,1,1,0,"","In Person"
10093,ANTH,341,04PX,Lecture,"3","Adam Harr","MoWeFr 9:00AM - 9:50AM","New Cabell Hall 216","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Sociolinguistics","",Closed,34,35,0,"","In Person"
10094,ANTH,345,00RA,Lecture,"3","Eve Danziger","Th 2:00PM - 4:30PM","Clark Hall G054","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Native American Languages","",Closed,10,17,0,"","In Person"
10095,ANTH,349,00QS,Lecture,"3","Eve Danziger","WeFr 10:00AM - 10:50AM","New Cabell Hall 311","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Language and Thought","",Closed,53,60,0,"","In Person"
10096,ANTH,350,059H,Lecture,"3","Peter Metcalf","Mo 4:00PM - 6:30PM","Maury Hall 110","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Readings in Ethnography","",Closed,26,25,0,"","In Person"
10097,ANTH,353,04QF,Lecture,"3","Ekaterina Makarova","We 3:30PM - 6:00PM","TBA","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Anthropology of Eastern Europe","",Closed,7,8,0,"","In Person"
10098,ANTH,361Z,00FM,Lecture,"3","Samuel Parker","TBA","TBA","01/23/2008 - 05/09/2008","","","","","","","","","","","","","Visual Cul Hinduism & Its Glob","",Closed,34,35,0,"","In Person"
10099,ANTH,362,00Q8,Lecture,"3","H Seneviratne","Mo 2:00PM - 4:30PM","TBA","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Cinema in India","",Closed,25,25,0,"","In Person"
10100,ANTH,378,00UJ,Independent Study,"3","Stephen Plog","MoTuWeThFr 12:00AM - 12:00AM","TBA","01/02/2008 - 01/11/2008","","","","","","","","","","","","","The Pueblo People","",Closed,6,7,0,"","In Person"
10101,ANTH,390,05BE,Lecture,"3","Adria Laviolette","MoWeFr 11:00AM - 11:50AM","New Cabell Hall 338","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Exploring Chaco Canyon","",Closed,34,35,0,"","In Person"
10102,ANTH,394,00C4,Lecture,"3","Fraser Neiman","Mo 4:30PM - 7:00PM","New Cabell Hall 210","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Arch Apprch to Chesapeake Slav","",Closed,12,12,0,"","In Person"
10103,ANTH,401A,02KD,Lecture,"3","Elizabeth Arkush","Tu 2:00PM - 4:30PM","New Cabell Hall 331","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Politics of the Past","",Closed,15,15,0,"","In Person"
10104,ANTH,401B,04CR,Lecture,"3","Nicolas Sihle","TuTh 12:30PM - 1:45PM","Brooks Hall B001","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Contemporary African Societies","",Closed,15,15,0,"","In Person"
10105,ANTH,401C,03SS,Lecture,"3","Adria Laviolette","Tu 5:00PM - 7:30PM","New Cabell Hall 325","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Anthro Issues in Japan","",Closed,15,15,0,"","In Person"
10107,ANTH,401D,06CM,Independent Study,"3","Lisa Shutt","Th 7:00PM - 9:30PM","New Cabell Hall 235","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Sr Sm Evol Pueblo Social Org","",Closed,9,15,0,"","In Person"
10106,ANTH,401D,5826,Independent Study,"3","Lisa Shutt","Th 7:00PM - 9:30PM","New Cabell Hall 235","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Sr Sm Evol Pueblo Social Org","",Closed,1,1,0,"","In Person"
10109,ANTH,496,00YJ,Independent Study,"3","Stephen Plog","MoTuWeThFr 12:00AM - 12:00AM","TBA","01/02/2008 - 01/11/2008","","","","","","","","","","","","","Indep Study in Anthropology","",Closed,1,1,0,"","In Person"
10108,ANTH,496,016Y,Independent Study,"1 - 6","Staff","TBA","TBA","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Indep Study in Anthropology","",Closed,10,25,0,"","In Person"
10110,ANTH,496,032D,Independent Study,"1 - 6","Staff","TBA","TBA","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Indep Study in Anthropology","",Closed,1,25,0,"","In Person"
10111,ANTH,498,01SX,Independent Study,"1 - 6","Staff","TBA","TBA","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Distinguished Mjrs Thesis Writ","",Closed,6,25,0,"","In Person"
10112,ANTH,499,06DS,Lecture,"3","Wende Marshall","TBA","TBA","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Topics in Medical Anthropology","",Closed,8,8,0,"","In Person"
10113,ANTH,528,05BG,Lecture,"3","Wende Marshall","We 7:00PM - 9:30PM","Cauthen House 116","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Topics in Race Theory","",Closed,9,10,0,"","In Person"
10114,ANTH,529A,0308,Lecture,"3","Nicolas Sihle","Mo 3:30PM - 6:00PM","Cocke Hall 101","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Subalterns & Postcolonialism","",Closed,6,15,0,"","In Person"
10115,ANTH,529B,00Y9,Lecture,"3","Susan McKinnon","Th 6:00PM - 8:30PM","Wilson Hall 141A","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Topics Anth Religion","",Closed,5,10,0,"","In Person"
10116,ANTH,529C,0302,Lecture,"3","Roy Wagner","TuTh 12:30PM - 1:45PM","New Cabell Hall 225","01/16/2008 - 04/29/2008","","","","","","","","","","","","","Ecological & Anthro Synergisms","",Closed,25,20,0,"","In Person"
