1539448211,0,0
1541420670,1,0
1541424168,2,0
1541453007,4,0
1541456838,11,0
1541460266,15,0
1541467366,17,0
1541470987,16,0
1541478213,17,0
1541507074,18,0
1541514220,20,0
1541517834,19,0
1541539469,20,0
1541543209,24,0
1541546604,29,0
1541550209,31,0
1541553902,32,0
1541560997,33,0
1541593373,41,0
1541596990,42,0
1541600684,43,0
1541611383,44,0
1541618626,45,0
1541625956,50,0
1541629509,70,0
1541633070,96,0
1541636588,97,0
1541651001,98,0
1541705075,113,0
1541708712,131,0
1541712665,143,0
1541716331,160,0
1541719522,164,0
1541722996,163,0
1541726606,164,0
1541733836,166,0
1541769868,167,0
1541773434,166,0
1541777012,167,0
1541780112,168,0
1541784204,169,0
1541787889,174,0
1541798719,175,0
1541805898,174,0
1541809567,176,0
1541823845,175,0
1541852656,176,0
1541859791,177,0
1541888603,178,0
1541906894,179,0
1541967939,180,0
1542032716,179,0
1542038939,180,0
1542039901,179,0
1542047168,180,0
1542079477,179,0
1542111820,180,0
1542313424,179,0
1542335154,180,0
1542493494,179,0
1542648252,180,0
1542662669,179,0
1542716771,178,0
1542752693,179,0
1543109162,180,0
1543379287,179,0
1543382791,180,0
1543840143,178,0
1543847150,179,0
1543868721,180,0
1543875973,179,0
1544210714,180,0
1544390830,179,0
1544412378,180,0
1544444901,179,0
1544466339,178,0
1544559934,179,0
1544570821,178,0
1544729205,179,0
1544739978,180,0
1544805597,179,0
1544826316,178,0
1544876838,179,0
1544894728,180,0
1544934376,179,0
1545096325,180,0
1545409521,179,0
1545712206,178,0
1545791138,177,0
1545956794,178,0
1546017893,177,0
1546259319,179,0
1546539918,180,0
1546626312,179,0
1546640720,180,0
1546644315,179,0
1546647939,178,0
1546655156,179,0
1546712686,180,0
1546896296,179,0
1546910719,180,0
1546989944,179,0
1547148306,180,0
1547256348,179,0
1547267116,178,0
1547321117,179,0
1547324701,180,0
1547339146,179,0
1547403925,180,0
1547425543,178,0
1547429124,179,0
1547432728,180,0
1547472304,179,0
1547475924,180,0
1547479578,178,0
1547483172,179,0
1547486764,180,0
1547504725,179,0
1547508322,178,0
1547511935,179,0
1547515537,180,0
1547519123,178,0
1547526326,176,0
1547555254,177,0
1547565925,178,0
1547573168,177,0
1547580366,176,0
1547587556,177,0
1547591136,175,0
1547598345,177,0
1547601972,176,0
1547605572,177,0
1547609170,179,0
1547612777,180,0
1547616345,179,0
1547655939,178,0
1547663172,179,0
1547666767,178,0
1547673940,180,0
1547742346,179,0
1547756713,178,0
1547760331,179,0
1547771177,180,0
1547789184,179,0
1547832345,180,0
1548023119,179,0
1548033972,178,0
1548073765,179,0
1548095110,180,0
1548098728,179,0
1548167139,178,0
1548185124,179,0
1548192331,178,0
1548203155,179,0
1548214013,180,0
1548260764,179,0
1548264339,180,0
1548271548,178,0
1548275154,177,0
1548282355,175,0
1548286052,174,0
1548347142,175,0
1548440745,176,0
1548523536,175,0
1548620749,174,0
1548631598,173,0
1548642407,172,0
1548699954,171,0
1548714403,172,0
1548728796,171,0
1548815201,170,0
