1487597724,0,0
1491257084,1,0
1491343465,2,0
1491494672,3,0
1495065890,2,0
1499457872,4,0
1499796252,6,0
1500059066,8,0
1500401072,9,0
1501592668,9,1
1501686221,10,1
1501848295,14,1
1501855437,13,1
1502147033,14,1
1502363021,13,1
1502676232,14,1
1502831072,15,1
1502989425,16,1
1502996658,15,1
1503162252,16,1
1503169443,15,1
1503241436,16,1
1503356642,15,1
1503515051,15,0
1503522245,16,0
1503529446,15,0
1503536657,14,0
1503601445,15,0
1503979448,14,0
1504134243,15,0
1504177522,14,0
1504213433,15,0
1504523024,14,0
