1413561455,0,0
1415926838,1,0
1416020438,2,0
1416232840,3,0
1416254438,4,0
1416322837,5,0
1416351639,6,0
1416358844,8,0
1416423638,9,0
1416438038,10,0
1417456838,11,0
1417716038,12,0
1417899637,13,0
1418148037,12,0
1418443237,13,0
1418472037,14,0
1418533238,15,0
1418817637,16,0
1418940039,15,0
1420423239,16,0
1420491638,17,0
1420653639,18,0
1420912840,19,0
1420927239,20,0
1421092840,19,0
1421100039,20,0
1421107239,19,0
1421172039,20,0
1421254839,19,0
1421427641,20,0
1421438440,19,0
1421701241,18,0
1421841641,17,0
1421859639,18,0
1422248440,17,0
