1413561873,0,0
1415707729,1,0
1415743737,2,0
1415750938,3,0
1415754545,4,0
1415797734,6,0
1415801340,7,0
1415923738,8,0
1415930971,10,0
1415974147,11,0
1415977749,12,0
1415999349,13,0
1416002942,16,0
1416010153,17,0
1416017363,18,0
1416092928,19,0
1416233347,20,0
1416326941,19,0
1416334151,20,0
1418148538,19,0
1418317743,20,0
1418753358,20,1
1418936959,19,1
1418940554,20,0
1419138548,20,1
1420949358,20,0
1421179772,20,1
1421255381,20,2
1421291365,19,2
1421294983,20,1
1421298583,20,2
1421889011,20,1
1422331777,20,0
1422335383,19,0
1422631149,19,0
