1413562034,0,0
1414761136,45,0
1414786294,54,0
1415034708,53,0
1415041915,55,0
1415052693,56,0
1415056309,57,0
1415067094,56,0
1415070695,55,0
1415121103,54,0
1415135508,55,0
1415139109,54,0
1415826737,59,0
1415999536,58,0
1416186785,57,0
1416247950,56,0
1416255146,55,0
1416265933,54,0
1416485522,55,0
1416589950,54,0
1416931926,53,0
1417050752,52,0
1417057936,53,0
1417137183,52,0
1417140710,53,0
1417576380,52,0
1421255571,48,0
1421262768,47,0
1421266369,45,0
1421287990,46,0
1421345586,45,0
1421359967,44,0
1421410360,43,0
1421439185,42,0
1421536352,41,0
1421539951,42,0
1421637141,41,0
1421680361,40,0
1421683257,39,0
1421694767,38,0
1421709156,39,0
1421781179,38,0
1421788376,37,0
1421809956,36,0
1421878357,37,0
1421881979,36,0
1421899965,37,0
1421928733,36,0
1421941828,35,0
1422036765,34,0
1422047570,33,0
1422295977,31,0
1422303180,30,0
1422306780,31,0
1422632546,31,0
1422997959,30,0
