1456873423,0,0
1459772415,1,0
1459858786,2,0
1459862416,3,0
1459884015,2,0
1459887627,3,0
1459891239,4,0
1459894869,6,0
1459945206,7,0
1459948811,8,0
1459956016,7,0
1459974016,8,0
1459977631,10,0
1459981226,12,0
1459999206,11,0
1460089188,12,0
1460200794,13,0
1460348391,12,0
1460479048,13,0
1461601207,14,0
1461867626,15,0
1462227610,14,0
1462980052,15,0
1463091645,14,0
1463368848,15,0
1464805215,16,0
1464823235,17,0
1465096806,16,0
1465939284,15,0
1466522485,14,0
1467231698,15,0
1467674460,16,0
1467825689,15,0
1467998353,16,0
1468002102,17,0
1468282884,16,0
1468603305,17,0
1468934453,16,0
1468949000,17,0
1468952497,19,0
1469020871,20,0
1470759706,19,0
1470781349,20,0
1470838933,19,0
1470846141,20,0
1471317668,19,0
1471357347,20,0
1471785681,19,0
1471796507,20,0
1472430104,19,0
1472437275,20,0
1473222130,19,0
1473279715,18,0
